variant,boundary,direction,kind,max,count_above_threshold,share_above_threshold,argmax_index,argmax_physical,value_at_argmax,quantiles_q50_q90_q95_q99,b_index,a_index,z_index,b,a,z,rate
H0_A20_BASE,upper_a,a_forward,raw_offending,7.366278308e-02,,,,,,,56,19,0,1.863157895e+01,1.000000000e+01,8.000000000e-01,7.366278308e-02
H0_A20_BASE,upper_a,a_forward,raw_offending,6.604215771e-02,,,,,,,56,19,1,1.863157895e+01,1.000000000e+01,1.300000000e+00,6.604215771e-02
H0_A20_BASE,upper_a,a_forward,raw_offending,6.726932196e-02,,,,,,,57,19,0,1.900000000e+01,1.000000000e+01,8.000000000e-01,6.726932196e-02
H0_A20_BASE,upper_a,a_forward,raw_offending,5.629786821e-02,,,,,,,57,19,1,1.900000000e+01,1.000000000e+01,1.300000000e+00,5.629786821e-02
H0_A20_BASE,upper_a,a_forward,raw_offending,5.451531336e-02,,,,,,,58,19,0,1.936842105e+01,1.000000000e+01,8.000000000e-01,5.451531336e-02
H0_A20_BASE,upper_a,a_forward,raw_offending,3.956945031e-02,,,,,,,58,19,1,1.936842105e+01,1.000000000e+01,1.300000000e+00,3.956945031e-02
H0_A20_BASE,upper_a,a_forward,raw_offending,2.334621007e-02,,,,,,,59,19,0,1.973684211e+01,1.000000000e+01,8.000000000e-01,2.334621007e-02
H0_A20_BASE,upper_a,a_forward,raw_offending,1.204303628e-02,,,,,,,59,19,1,1.973684211e+01,1.000000000e+01,1.300000000e+00,1.204303628e-02
H0_A20_BASE,upper_a,a_forward,requested_offending,3.340559457e-03,,,,,,,5,19,1,-1.578947368e-01,1.000000000e+01,1.300000000e+00,3.340559457e-03
H0_A20_BASE,upper_a,a_forward,requested_offending,1.037185052e-01,,,,,,,6,19,1,2.105263158e-01,1.000000000e+01,1.300000000e+00,1.037185052e-01
H0_A20_BASE,upper_a,a_forward,requested_offending,2.961341708e-02,,,,,,,7,19,0,5.789473684e-01,1.000000000e+01,8.000000000e-01,2.961341708e-02
H0_A20_BASE,upper_a,a_forward,requested_offending,1.464849560e-01,,,,,,,7,19,1,5.789473684e-01,1.000000000e+01,1.300000000e+00,1.464849560e-01
H0_A20_BASE,upper_a,a_forward,requested_offending,9.044960205e-02,,,,,,,8,19,0,9.473684211e-01,1.000000000e+01,8.000000000e-01,9.044960205e-02
H0_A20_BASE,upper_a,a_forward,requested_offending,1.770230905e-01,,,,,,,8,19,1,9.473684211e-01,1.000000000e+01,1.300000000e+00,1.770230905e-01
H0_A20_BASE,upper_a,a_forward,requested_offending,1.373124883e-01,,,,,,,9,19,0,1.315789474e+00,1.000000000e+01,8.000000000e-01,1.373124883e-01
H0_A20_BASE,upper_a,a_forward,requested_offending,2.043612125e-01,,,,,,,9,19,1,1.315789474e+00,1.000000000e+01,1.300000000e+00,2.043612125e-01
H0_A20_BASE,upper_a,a_forward,requested_offending,1.742857243e-01,,,,,,,10,19,0,1.684210526e+00,1.000000000e+01,8.000000000e-01,1.742857243e-01
H0_A20_BASE,upper_a,a_forward,requested_offending,2.274316379e-01,,,,,,,10,19,1,1.684210526e+00,1.000000000e+01,1.300000000e+00,2.274316379e-01
H0_A20_BASE,upper_a,a_forward,requested_offending,2.039039604e-01,,,,,,,11,19,0,2.052631579e+00,1.000000000e+01,8.000000000e-01,2.039039604e-01
H0_A20_BASE,upper_a,a_forward,requested_offending,2.465141985e-01,,,,,,,11,19,1,2.052631579e+00,1.000000000e+01,1.300000000e+00,2.465141985e-01
H0_A20_BASE,upper_a,a_forward,requested_offending,2.278442048e-01,,,,,,,12,19,0,2.421052632e+00,1.000000000e+01,8.000000000e-01,2.278442048e-01
H0_A20_BASE,upper_a,a_forward,requested_offending,2.621391199e-01,,,,,,,12,19,1,2.421052632e+00,1.000000000e+01,1.300000000e+00,2.621391199e-01
H0_A20_BASE,upper_a,a_forward,requested_offending,2.472667309e-01,,,,,,,13,19,0,2.789473684e+00,1.000000000e+01,8.000000000e-01,2.472667309e-01
H0_A20_BASE,upper_a,a_forward,requested_offending,2.747991013e-01,,,,,,,13,19,1,2.789473684e+00,1.000000000e+01,1.300000000e+00,2.747991013e-01
