case_id,pin_label,pin_index,solve_finite,solve_exception,solve_warning,normalization_factor,residual_inf,density_min,density_max,density_mass
d0,first,0,True,,,0.05714861186999525,3.469446951953614e-18,0.0,0.2294834969576503,0.9999999999999999
d0,quarter,200,True,,,0.17538897498622,7.885876738937536e-18,-3.709020498822192e-18,0.14053019794284693,0.9999999999999999
d0,accepted,295,True,,,0.10183140857714809,4.7704895589362195e-18,-6.654394427727733e-20,0.12975232413518567,1.0000000000000002
d0,half,400,True,,,0.22797181648638215,1.3877787807814457e-17,0.0,0.22948349695765033,0.9999999999999999
d0,three_quarter,600,True,,,0.1720023531496257,4.336808689942018e-18,-6.303414765159356e-19,0.11343894323064399,1.0000000000000002
d0,last,799,True,,,0.0032688570365463905,1.5585406229479126e-19,-0.0,2.141421274084116,0.9999999999999999
d1,first,0,True,,,0.05723037918595961,3.469446951953614e-18,0.0,0.22972874175413646,1.0000000000000002
d1,quarter,200,True,,,0.17882314300173455,6.938893903907228e-18,-8.28923836597955e-20,0.13674333230316124,0.9999999999999999
d1,accepted,295,True,,,0.10391331314760159,3.903127820947816e-18,-0.0,0.1302638283674749,0.9999999999999999
d1,half,400,True,,,0.22798301633133985,1.0408340855860843e-17,0.0,0.22972874175413643,0.9999999999999999
d1,three_quarter,600,True,,,0.1744316756487386,3.469446951953614e-18,-3.1078133270611187e-19,0.11387597029999726,0.9999999999999999
d1,last,799,True,,,0.003330031230414705,1.8973538018496328e-19,-0.0,2.102082387716303,1.0000000000000002
d2,first,0,True,,,0.057191482360815234,2.6020852139652106e-18,0.0,0.22961208416673576,0.9999999999999999
d2,quarter,200,False,,Matrix is exactly singular,,,,,
d2,accepted,295,False,,Matrix is exactly singular,,,,,
d2,half,400,True,,,0.22797765264055228,6.938893903907228e-18,0.0,0.22961208416673579,1.0000000000000002
d2,three_quarter,600,False,,Matrix is exactly singular,,,,,
d2,last,799,False,,Matrix is exactly singular,,,,,
d3,first,0,True,,,0.05710577535528537,1.734723475976807e-18,0.0,0.22935499949396013,0.9999999999999999
d3,quarter,200,True,,,0.17401985128680983,6.938893903907228e-18,-1.2460672325234696e-18,0.14210940787230783,0.9999999999999999
d3,accepted,295,True,,,0.10103980530859552,2.3852447794681098e-18,-0.0,0.12959709900576633,1.0000000000000002
d3,half,400,True,,,0.22796606392385757,1.3877787807814457e-17,0.0,0.22935499949396015,0.9999999999999999
d3,three_quarter,600,True,,,0.17106499967215785,4.0115480381963664e-18,-2.2182840504905947e-18,0.1132379882820964,0.9999999999999999
d3,last,799,True,,,0.0032459733959066014,3.7947076036992655e-19,-0.0,2.1565179828114083,0.9999999999999998
scan_0,first,0,True,,,0.05723037918595961,3.469446951953614e-18,0.0,0.22972874175413646,1.0000000000000002
scan_0,quarter,200,True,,,0.17882314300173455,6.938893903907228e-18,-8.28923836597955e-20,0.13674333230316124,0.9999999999999999
scan_0,accepted,295,True,,,0.10391331314760159,3.903127820947816e-18,-0.0,0.1302638283674749,0.9999999999999999
scan_0,half,400,True,,,0.22798301633133985,1.0408340855860843e-17,0.0,0.22972874175413643,0.9999999999999999
scan_0,three_quarter,600,True,,,0.1744316756487386,3.469446951953614e-18,-3.1078133270611187e-19,0.11387597029999726,0.9999999999999999
scan_0,last,799,True,,,0.003330031230414705,1.8973538018496328e-19,-0.0,2.102082387716303,1.0000000000000002
scan_1,first,0,True,,,0.057225512838621005,3.469446951953614e-18,0.0,0.22971414740369717,0.9999999999999999
scan_1,quarter,200,True,,,0.17856867735309964,3.577867169202165e-18,-9.834294857554346e-21,0.13701656038426638,1.0000000000000002
scan_1,accepted,295,True,,,0.10375530693205152,3.848917712323541e-18,-0.0,0.13018923747457503,1.0000000000000002
scan_1,half,400,True,,,0.22798234171594967,6.938893903907228e-18,0.0,0.22971414740369717,0.9999999999999999
scan_1,three_quarter,600,True,,,0.17424863624850806,3.469446951953614e-18,-0.0,0.11384591237633875,0.9999999999999999
scan_1,last,799,True,,,0.0033252842121539844,2.439454888092385e-19,-0.0,2.1050832209814883,0.9999999999999999
scan_2,first,0,True,,,0.05722064770509565,2.6020852139652106e-18,0.0,0.2296995565274258,0.9999999999999999
scan_2,quarter,200,True,,,0.1783125198184988,1.0272815584300155e-17,-2.4321391982774847e-18,0.13729193915558952,1.0000000000000002
scan_2,accepted,295,True,,,0.10359552280677885,5.976710797940646e-18,-0.0,0.1301156567840437,0.9999999999999999
scan_2,half,400,True,,,0.22798166828937738,1.0408340855860843e-17,0.0,0.2296995565274258,0.9999999999999999
scan_2,three_quarter,600,True,,,0.1740637167638671,8.348356728138384e-18,-5.778640394247176e-20,0.11381626532971131,0.9999999999999999
scan_2,last,799,True,,,0.0033205344847797025,3.2526065174565133e-19,-0.0,2.1080943541125152,1.0000000000000002
scan_3,first,0,True,,,0.057215783784803964,3.469446951953614e-18,0.0,0.22968496912418723,0.9999999999999999
scan_3,quarter,200,True,,,0.17805600510132022,8.998878031629687e-18,-0.0,0.13756845725179012,0.9999999999999999
scan_3,accepted,295,True,,,0.10343527290463254,1.0044404547394662e-17,-0.0,0.13004242093911794,0.9999999999999999
scan_3,half,400,True,,,0.2279809960507358,1.3877787807814457e-17,0.0,0.22968496912418726,0.9999999999999999
scan_3,three_quarter,600,True,,,0.17387826544275967,6.071532165918825e-18,-3.1177047048540446e-19,0.11378674868208577,0.9999999999999999
scan_3,last,799,True,,,0.003315796215756249,4.336808689942018e-19,-0.0,2.1111068185484005,0.9999999999999999
scan_4,first,0,True,,,0.05721092107712326,2.168404344971009e-18,0.0,0.22967038519297697,1.0000000000000002
scan_4,quarter,200,True,,,0.1778002068974852,4.336808689942018e-18,-1.219573578011218e-18,0.137845291061529,1.0000000000000002
scan_4,accepted,295,True,,,0.10327561234956643,5.700498647796939e-18,-6.561339530089797e-20,0.129997859983444,1.0000000000000002
scan_4,half,400,True,,,0.2279803249988898,1.3877787807814457e-17,0.0,0.2296703851929769,0.9999999999999999
scan_4,three_quarter,600,True,,,0.17369336850624867,1.1560305664126691e-17,-2.865002048100639e-20,0.11375713092176229,0.9999999999999999
scan_4,last,799,True,,,0.0033110806520662488,3.2526065174565133e-19,-0.0,2.1141134075461787,1.0000000000000002
scan_5,first,0,True,,,0.0572060595814733,1.734723475976807e-18,0.0,0.22965580473264788,0.9999999999999999
scan_5,quarter,200,True,,,0.17754512165106634,5.204170427930421e-18,-0.0,0.13812244159844211,0.9999999999999999
scan_5,accepted,295,True,,,0.1031165377821021,2.087089182034596e-18,-0.0,0.1299746968177974,1.0000000000000002
scan_5,half,400,True,,,0.22797965513292037,1.3877787807814457e-17,0.0,0.22965580473264788,0.9999999999999999
scan_5,three_quarter,600,True,,,0.17350902309330282,3.469446951953614e-18,-2.811905507393228e-18,0.11372741207635456,0.9999999999999998
scan_5,last,799,True,,,0.0033063876426429697,4.607859233063394e-19,-0.0,2.1171141307570736,0.9999999999999999
scan_6,first,0,True,,,0.05720119929727112,5.204170427930421e-18,0.0,0.22964122774226992,0.9999999999999999
scan_6,quarter,200,True,,,0.17729074583211935,8.150151018480878e-18,-3.822119167151004e-20,0.13839990987503142,0.9999999999999999
scan_6,accepted,295,True,,,0.10295804586840338,4.442593096168668e-18,-0.0,0.1299513861754671,1.0000000000000002
scan_6,half,400,True,,,0.22797898645188233,6.938893903907228e-18,0.0,0.22964122774226992,0.9999999999999999
scan_6,three_quarter,600,True,,,0.1733252263643779,6.993104012531504e-18,-9.38295765043061e-19,0.11369759217473492,0.9999999999999999
scan_6,last,799,True,,,0.0033017170377903768,3.2526065174565133e-19,-0.0,2.1201089977972924,0.9999999999999999
scan_7,first,0,True,,,0.05719634022391815,3.469446951953614e-18,0.0,0.2296266542206165,0.9999999999999999
scan_7,quarter,200,True,,,0.1770370759371778,8.917562868693274e-18,-1.2248306370245712e-18,0.1386776969060189,0.9999999999999999
scan_7,accepted,295,True,,,0.10280013330058052,3.903127820947816e-18,-0.0,0.12992792828303582,1.0000000000000002
scan_7,half,400,True,,,0.22797831895477016,1.0408340855860843e-17,0.0,0.2296266542206165,0.9999999999999999
scan_7,three_quarter,600,True,,,0.17314197550148336,1.1411227865409934e-17,-9.392888431692427e-19,0.11366767124697245,1.0000000000000002
scan_7,last,799,True,,,0.003297068689163608,4.336808689942018e-19,-0.0,2.1230980182507944,1.0000000000000002
scan_8,first,0,True,,,0.057191482360815234,2.6020852139652106e-18,0.0,0.22961208416673576,0.9999999999999999
scan_8,quarter,200,False,,Matrix is exactly singular,,,,,
scan_8,accepted,295,False,,Matrix is exactly singular,,,,,
scan_8,half,400,True,,,0.22797765264055228,6.938893903907228e-18,0.0,0.22961208416673579,1.0000000000000002
scan_8,three_quarter,600,False,,Matrix is exactly singular,,,,,
scan_8,last,799,False,,Matrix is exactly singular,,,,,
