stage,r,N,A_hh,N_hh,C,R_asset,R_labor,finite,hjb_converged
outer_brentq,0.00023893180282986634,1.0495967253185734,4.457566252155759,1.049596725318573,1.048272461631137,-5.542433747844241,-4.440892098500626e-16,True,True
inner_primary_lower,0.004869465901414933,0.2,8.956673775645816,1.2824232624106326,0.9616360360673202,-1.0433262243541837,1.0824232624106327,True,True
inner_primary_upper,0.004869465901414933,2.0,4.87124078383941,0.8645639250048304,1.170758462092091,-5.12875921616059,-1.1354360749951695,True,True
inner_brentq,0.004869465901414933,0.2,8.956673775645816,1.2824232624106326,0.9616360360673202,-1.0433262243541837,1.0824232624106327,True,True
inner_brentq,0.004869465901414933,2.0,4.87124078383941,0.8645639250048304,1.170758462092091,-5.12875921616059,-1.1354360749951695,True,True
inner_brentq,0.004869465901414933,1.0784875755998617,6.793762443392452,1.0662642759679213,1.0542167405735,-3.2062375566075483,-0.012223299631940465,True,True
inner_brentq,0.004869465901414933,1.0686780012296127,6.816253052115407,1.0685560000086687,1.0530884364966568,-3.1837469478845932,-0.00012200122094396804,True,True
inner_brentq,0.004869465901414933,1.0685791155452704,6.816479974032987,1.0685791165707301,1.053077074058729,-3.183520025967013,1.025459717141075e-09,True,True
inner_brentq,0.004869465901414933,1.06857911657956,6.816479971659309,1.0685791163289429,1.0530770741775675,-3.1835200283406913,-2.506170826421794e-10,True,True
outer_brentq,0.004869465901414933,1.06857911657956,6.816479971659309,1.0685791163289429,1.0530770741775675,-3.1835200283406913,-2.506170826421794e-10,True,True
inner_primary_lower,0.007184732950707467,0.2,12.474231366889253,1.2699833421844153,0.9756815590099901,2.474231366889253,1.0699833421844154,True,True
inner_primary_upper,0.007184732950707467,2.0,7.007698433577753,0.8699585250029475,1.178055067547691,-2.992301566422247,-1.1300414749970527,True,True
inner_brentq,0.007184732950707467,0.2,12.474231366889253,1.2699833421844153,0.9756815590099901,2.474231366889253,1.0699833421844154,True,True
inner_brentq,0.007184732950707467,2.0,7.007698433577753,0.8699585250029475,1.178055067547691,-2.992301566422247,-1.1300414749970527,True,True
inner_brentq,0.007184732950707467,1.0754310410004273,9.606044732775484,1.0647919881429573,1.065064581836853,-0.39395526722451635,-0.010639052857470022,True,True
inner_brentq,0.007184732950707467,1.0668121588071589,9.632481044759947,1.0667192790202815,1.0641058434104076,-0.36751895524005285,-9.287978687733123e-05,True,True
inner_brentq,0.007184732950707467,1.0667362591938243,9.632714018918037,1.0667362597823615,1.0640974079200927,-0.3672859810819631,5.885372189595728e-10,True,True
inner_brentq,0.007184732950707467,1.0667362602271924,9.632714015745911,1.0667362595511656,1.0640974080349412,-0.36728598425408876,-6.760267901029238e-10,True,True
outer_brentq,0.007184732950707467,1.0667362591938243,9.632714018918037,1.0667362597823615,1.0640974079200927,-0.3672859810819631,5.885372189595728e-10,True,True
