config_sha256,frequency,asset_grid_count,a_min,a_max,idiosyncratic_states,q_low_to_high,q_high_to_low,rho_hh,gamma,tau_l,frisch,chi,n_max,Z,epsilon,phi_p,phi_pi,pi_bar,epsilon_i,B,G,root_r,root_N,root_converged,outer_bracket_low,outer_bracket_high,outer_bracket_from_scan,inner_bracket_low,inner_bracket_high,inner_bracket_from_scan,outer_evaluations,inner_evaluations,trace_rows,Y,w,mc,mu,Pi,T,tr,A_hh,N_hh,C,i,R_asset,R_labor,R_goods,R_fiscal,R_profits,R_wealth,R_nkpc,R_fisher,R_taylor,state_marginal_error,hjb_converged,hjb_true_residual,hjb_iterations,hjb_min_consumption,lower_boundary_min_drift,upper_boundary_max_drift,generator_row_sum_max_abs,generator_min_off_diagonal,labor_kkt_max,consumption_foc_max,hjb_nan_inf_count,kfe_mass_error,kfe_stationarity_residual,kfe_minimum_mass,kfe_negative_mass_count,kfe_nan_inf_count,upper_boundary_mass,top5_mass,lower_boundary_mass,A_hh_over_a_max,root_ok,household_ok,kfe_ok,clearing_ok,accounting_ok,nominal_ok,positivity_ok,truncation_ok,all_gates_pass
82AB4A02F9D08FBBAED1349BC027FACE5361B1AB24C710C4CEA6958481CD5FC1,annual,401,0.0,100.0,"[0.5, 1.5]",0.25,0.25,0.01,2.0,0.15,1.0,0.7,5.0,1.0,6.0,100.0,1.5,0.0,0.0,10.0,0.0,0.007370613883670197,1.0656334480169984,True,-0.02,0.0095,False,0.2,2.0,False,13,113,127,1.0656334480169984,0.8333333333333334,0.8333333333333334,1.2,0.17760557466949967,0.1332041810021248,0.05949804216542284,10.000000002223675,1.0656334485672123,1.065633448423122,0.007370613883670197,2.2236754659843427e-09,5.502138744617469e-10,-4.061235792107709e-10,0.0,0.0,-3.897338007874396e-10,0.0,0.0,0.0,2.220446049250313e-16,True,6.758818837937497e-08,8,0.6549011290706134,0.0,-0.11422254136378873,4.440892098500626e-16,0.0,2.609024107869118e-15,2.220446049250313e-16,0,0.0,1.2576745200831851e-15,0.0,0,0,0.0,0.0,0.013148618861405796,0.10000000002223676,True,True,True,True,True,True,True,True,True
