iter,w1,w2,ra1,ra2,wbar1,wbar2,C1,L1,A1,B1,C1tot,L1tot,A1tot,B1tot,C2,L2,A2,B2,C2tot,L2tot,A2tot,B2tot,hjb_it1,hjb_stat1,kfe_mass1,kfe_mind1,bm_bmin1,bm_bmax1,bm_amin1,bm_amax1,hjb_it2,hjb_stat2,kfe_mass2,kfe_mind2,bm_bmin2,bm_bmax2,bm_amin2,bm_amax2,F11,F12,F21,F22,Ldest1,Ldest2,K1,K2,Y1,Y2,what1,what2,rhat1,rhat2,Rw,Rra,gamma_hat_w1,gamma_hat_w2,gamma_hat_ra1,gamma_hat_ra2,stop_reason
0,1.0,1.0,0.03,0.03,1.0,1.0,1.058282861806413,0.9924967366383983,8.958699225097059,0.7952878840872204,1.058282861806413,0.9924967366383983,8.958699225097059,0.7952878840872204,1.058282861806413,0.9924967366383983,8.958699225097059,0.7952878840872204,1.058282861806413,0.9924967366383983,8.958699225097059,0.7952878840872204,11,1.6735434371639712e-08,2.220446049250313e-16,-6.654394427727733e-20,1.970446230087985e-06,1.5548504529136054e-05,0.0,0.1963480310595223,11,1.6735434371639712e-08,2.220446049250313e-16,-6.654394427727733e-20,1.970446230087985e-06,1.5548504529136054e-05,0.0,0.1963480310595223,0.8932470629745585,0.09924967366383984,0.09924967366383984,0.8932470629745585,0.9924967366383983,0.9924967366383983,8.958699225097059,8.958699225097059,1.4887451049575975,1.4887451049575975,1.0000000000000002,1.0000000000000002,0.030000000000000006,0.030000000000000006,2.2204460492503128e-16,6.938893903907228e-18,1.0000000000000002,1.0000000000000002,0.030000000000000006,0.030000000000000006,PASS
