iteration,path,min_pb_Vn,m0,m_target,h_cap,cap_direct,halving_count,delta_lo,delta_hi,delta_ftb,delta_selected,accepted_max_stat,selected_min_pb,retained_margin,retained_ratio,worst_before_node,worst_before_j,worst_before_i,worst_before_z,worst_before_family,worst_after_node,worst_after_j,worst_after_i,worst_after_z,worst_after_family,max_abs_q1,expansions,artificial_bindings,sector_changes,direction_norm
1,root,0.48076562156308306,0.4807656215620831,0.0480765621562083,-0.7300781422357576,false,15,0.030517578125,0.06103515625,0.0317893127388551,0.031789280949542364,0.33266420034779287,0.04807686276815052,0.04807686276715052,1.0000062527545386,377,17,8,1,F3,332,13,13,1,F3,5.9396931817445875e-15,0,0,0,10.88167865639458
2,root,0.04807686276815052,0.04807686276715052,0.004807686276715051,-0.7316095079570408,false,19,0.0019073486328125,0.003814697265625,0.0033168287335438714,0.003316825416715138,0.03462212614034854,0.004807726400828066,0.004807726399828066,1.000008345617976,332,13,13,1,F3,332,13,13,1,F3,5.9396931817445875e-15,0,0,8,10.466412998405152
3,root,0.004807726400828066,0.004807726399828066,0.00048077263998280647,-0.7102171706094763,false,22,0.0002384185791015625,0.000476837158203125,0.0003449116489670153,0.0003449113040553663,0.0035992954473869077,0.00048077689340431107,0.00048077689240431107,1.0000088449740083,332,13,13,1,F3,332,13,13,1,F3,5.9396931817445875e-15,0,0,0,10.438348937700784
4,root,0.00048077689340431107,0.00048077689240431107,4.8077689240431094e-05,-0.7079149221998087,false,25,2.9802322387695312e-05,5.9604644775390625e-05,3.4901242930846334e-05,3.49012080296034e-05,0.00036419854994562684,4.807812084704568e-05,4.8078119847045675e-05,1.000008956474851,332,13,13,1,F3,332,13,13,1,F3,9.492406860545088e-15,0,0,1,10.435423449385791
5,root,4.807812084704568e-05,4.8078119847045675e-05,4.8078119847045665e-06,-0.7076813899888662,false,29,1.862645149230957e-06,3.725290298461914e-06,3.5029644848121272e-06,3.5029609818476424e-06,3.655373977551335e-05,4.807856211438581e-06,4.8078552114385805e-06,1.0000089909368652,332,13,13,1,F3,332,13,13,1,F3,1.892930256985892e-14,0,0,0,10.435127337193107
6,root,4.807856211438581e-06,4.8078552114385805e-06,4.80785521143858e-07,-0.7076579556224343,false,32,2.3283064365386963e-07,4.6566128730773926e-07,3.507030961213875e-07,3.507027454182914e-07,3.659616339746208e-06,4.807908920513781e-07,4.80789892051378e-07,1.0000090911795965,332,13,13,1,F3,332,13,13,1,F3,7.577272143066693e-14,0,0,0,10.435097616164672
7,root,4.807908920513781e-07,4.80789892051378e-07,4.807898920513779e-08,-0.7076556098519562,false,35,2.9103830456733704e-08,5.820766091346741e-08,3.5083370180082516e-08,3.508333509671234e-08,3.6609790754482674e-07,4.808043537910375e-08,4.807943537910375e-08,1.0000092800196787,332,13,13,1,F3,332,13,13,1,F3,1.5160095401256513e-13,0,0,0,10.435094640602745
8,root,4.808043537910375e-08,4.807943537910375e-08,4.807943537910374e-09,-0.7076553752021271,false,39,1.8189894035458565e-09,3.637978807091713e-09,3.508772917455611e-09,3.5087694086826935e-09,3.6614352438846254e-08,4.8089461301970005e-09,4.807946130197e-09,1.0000005391674436,332,13,13,1,F3,332,13,13,1,F3,6.063483048990292e-13,0,0,0,10.435094342935718

outcome,DLH_5VO_CONTINUOUS_FTB_RESOLVENT__EFFECTIVE_DOMAIN_PRESERVED_BUT_VALIDATED_HJB_CONVERGENCE_NOT_REACHED
converged,True
accepted_iterations,8
final_statistic,3.6614352438846254e-08
final_bellman_residual,490.7560425919994
final_max_abs_q1,2.4253377084448857e-12
final_min_boundary_pb,4.8089461301970005e-09
final_artificial_bindings,0
final_expansions,0
min_accepted_boundary_pb,4.8089461301970005e-09
controller.cap_steps,0
controller.max_selected_delta,0.031789280949542364
controller.median_selected_delta,1.920208450572552e-05
controller.min_selected_delta,3.5087694086826935e-09
controller.root_steps,8
controller.total_halving_probes,216
deterministic_repeat_identical,True
run2_outcome,DLH_5VO_CONTINUOUS_FTB_RESOLVENT__EFFECTIVE_DOMAIN_PRESERVED_BUT_VALIDATED_HJB_CONVERGENCE_NOT_REACHED
run2_accepted_iterations,8
wall_seconds,3.594
