metric,value
repro97.controls_match,True
repro97.utility_match,True
repro97.drifts_match,True
repro97.stored_rates_match,True
repro97.labels_match,True
repro97.liquid_label,B
repro97.transfer_label,B
repro97.record_liquid_label,NOT_PUBLISHED_BY_RECORD
repro97.record_transfer_label,B
repro97.max_control_abs_diff,0.0
repro97.max_drift_abs_diff,0.0
repro97.max_rate_abs_diff,0.0
repro97.utility_abs_diff,0.0
repro97.mismatch_detail,
repro98.row,98
repro98.node,98
repro98.j,3
repro98.i,3
repro98.z,0
repro98.sector,B
repro98.reproduced,True
repro98.controls_match,True
repro98.utility_match,True
repro98.drifts_match,True
repro98.stored_rates_match,True
repro98.labels_match,True
repro98.liquid_label,B
repro98.transfer_label,B
repro98.record_liquid_label,NOT_PUBLISHED_BY_RECORD
repro98.record_transfer_label,B
repro98.max_control_abs_diff,0.0
repro98.max_drift_abs_diff,0.0
repro98.max_rate_abs_diff,0.0
repro98.utility_abs_diff,0.0
repro98.mismatch_detail,
repro67.row,67
repro67.node,67
repro67.j,2
repro67.i,2
repro67.z,0
repro67.sector,B
repro67.reproduced,True
repro67.controls_match,True
repro67.utility_match,True
repro67.drifts_match,True
repro67.stored_rates_match,True
repro67.labels_match,True
repro67.liquid_label,B
repro67.transfer_label,B
repro67.record_liquid_label,NOT_PUBLISHED_BY_RECORD
repro67.record_transfer_label,B
repro67.max_control_abs_diff,0.0
repro67.max_drift_abs_diff,0.0
repro67.max_rate_abs_diff,0.0
repro67.utility_abs_diff,0.0
repro67.mismatch_detail,
repro127.row,127
repro127.node,127
repro127.j,4
repro127.i,3
repro127.z,0
repro127.sector,B
repro127.reproduced,True
repro127.controls_match,True
repro127.utility_match,True
repro127.drifts_match,True
repro127.stored_rates_match,True
repro127.labels_match,True
repro127.liquid_label,B
repro127.transfer_label,B
repro127.record_liquid_label,NOT_PUBLISHED_BY_RECORD
repro127.record_transfer_label,B
repro127.max_control_abs_diff,0.0
repro127.max_drift_abs_diff,0.0
repro127.max_rate_abs_diff,0.0
repro127.utility_abs_diff,0.0
repro127.mismatch_detail,
repro126.row,126
repro126.node,126
repro126.j,4
repro126.i,2
repro126.z,0
repro126.sector,B
repro126.reproduced,True
repro126.controls_match,True
repro126.utility_match,True
repro126.drifts_match,True
repro126.stored_rates_match,True
repro126.labels_match,True
repro126.liquid_label,B
repro126.transfer_label,B
repro126.record_liquid_label,NOT_PUBLISHED_BY_RECORD
repro126.record_transfer_label,B
repro126.max_control_abs_diff,0.0
repro126.max_drift_abs_diff,0.0
repro126.max_rate_abs_diff,0.0
repro126.utility_abs_diff,0.0
repro126.mismatch_detail,
repro99.row,99
repro99.node,99
repro99.j,3
repro99.i,4
repro99.z,0
repro99.sector,B
repro99.reproduced,True
repro99.controls_match,True
repro99.utility_match,True
repro99.drifts_match,True
repro99.stored_rates_match,True
repro99.labels_match,True
repro99.liquid_label,B
repro99.transfer_label,B
repro99.record_liquid_label,NOT_PUBLISHED_BY_RECORD
repro99.record_transfer_label,B
repro99.max_control_abs_diff,0.0
repro99.max_drift_abs_diff,0.0
repro99.max_rate_abs_diff,0.0
repro99.utility_abs_diff,0.0
repro99.mismatch_detail,
repro68.row,68
repro68.node,68
repro68.j,2
repro68.i,3
repro68.z,0
repro68.sector,B
repro68.reproduced,True
repro68.controls_match,True
repro68.utility_match,True
repro68.drifts_match,True
repro68.stored_rates_match,True
repro68.labels_match,True
repro68.liquid_label,B
repro68.transfer_label,B
repro68.record_liquid_label,NOT_PUBLISHED_BY_RECORD
repro68.record_transfer_label,B
repro68.max_control_abs_diff,0.0
repro68.max_drift_abs_diff,0.0
repro68.max_rate_abs_diff,0.0
repro68.utility_abs_diff,0.0
repro68.mismatch_detail,
repro128.row,128
repro128.node,128
repro128.j,4
repro128.i,4
repro128.z,0
repro128.sector,B
repro128.reproduced,True
repro128.controls_match,True
repro128.utility_match,True
repro128.drifts_match,True
repro128.stored_rates_match,True
repro128.labels_match,True
repro128.liquid_label,B
repro128.transfer_label,B
repro128.record_liquid_label,NOT_PUBLISHED_BY_RECORD
repro128.record_transfer_label,B
repro128.max_control_abs_diff,0.0
repro128.max_drift_abs_diff,0.0
repro128.max_rate_abs_diff,0.0
repro128.utility_abs_diff,0.0
repro128.mismatch_detail,
repro66.row,66
repro66.node,66
repro66.j,2
repro66.i,1
repro66.z,0
repro66.sector,B
repro66.reproduced,True
repro66.controls_match,True
repro66.utility_match,True
repro66.drifts_match,True
repro66.stored_rates_match,True
repro66.labels_match,True
repro66.liquid_label,B
repro66.transfer_label,B
repro66.record_liquid_label,NOT_PUBLISHED_BY_RECORD
repro66.record_transfer_label,B
repro66.max_control_abs_diff,0.0
repro66.max_drift_abs_diff,0.0
repro66.max_rate_abs_diff,0.0
repro66.utility_abs_diff,0.0
repro66.mismatch_detail,
repro154.row,154
repro154.node,154
repro154.j,5
repro154.i,3
repro154.z,0
repro154.sector,B
repro154.reproduced,True
repro154.controls_match,True
repro154.utility_match,True
repro154.drifts_match,True
repro154.stored_rates_match,True
repro154.labels_match,True
repro154.liquid_label,B
repro154.transfer_label,B
repro154.record_liquid_label,NOT_PUBLISHED_BY_RECORD
repro154.record_transfer_label,B
repro154.max_control_abs_diff,0.0
repro154.max_drift_abs_diff,0.0
repro154.max_rate_abs_diff,0.0
repro154.utility_abs_diff,0.0
repro154.mismatch_detail,
repro100.row,100
repro100.node,100
repro100.j,3
repro100.i,5
repro100.z,0
repro100.sector,B
repro100.reproduced,True
repro100.controls_match,True
repro100.utility_match,True
repro100.drifts_match,True
repro100.stored_rates_match,True
repro100.labels_match,True
repro100.liquid_label,B
repro100.transfer_label,B
repro100.record_liquid_label,NOT_PUBLISHED_BY_RECORD
repro100.record_transfer_label,B
repro100.max_control_abs_diff,0.0
repro100.max_drift_abs_diff,0.0
repro100.max_rate_abs_diff,0.0
repro100.utility_abs_diff,0.0
repro100.mismatch_detail,
repro69.row,69
repro69.node,69
repro69.j,2
repro69.i,4
repro69.z,0
repro69.sector,B
repro69.reproduced,True
repro69.controls_match,True
repro69.utility_match,True
repro69.drifts_match,True
repro69.stored_rates_match,True
repro69.labels_match,True
repro69.liquid_label,B
repro69.transfer_label,B
repro69.record_liquid_label,NOT_PUBLISHED_BY_RECORD
repro69.record_transfer_label,B
repro69.max_control_abs_diff,0.0
repro69.max_drift_abs_diff,0.0
repro69.max_rate_abs_diff,0.0
repro69.utility_abs_diff,0.0
repro69.mismatch_detail,
repro129.row,129
repro129.node,129
repro129.j,4
repro129.i,5
repro129.z,0
repro129.sector,B
repro129.reproduced,True
repro129.controls_match,True
repro129.utility_match,True
repro129.drifts_match,True
repro129.stored_rates_match,True
repro129.labels_match,True
repro129.liquid_label,B
repro129.transfer_label,B
repro129.record_liquid_label,NOT_PUBLISHED_BY_RECORD
repro129.record_transfer_label,B
repro129.max_control_abs_diff,0.0
repro129.max_drift_abs_diff,0.0
repro129.max_rate_abs_diff,0.0
repro129.utility_abs_diff,0.0
repro129.mismatch_detail,
repro96.row,96
repro96.node,96
repro96.j,3
repro96.i,1
repro96.z,0
repro96.sector,B
repro96.reproduced,True
repro96.controls_match,True
repro96.utility_match,True
repro96.drifts_match,True
repro96.stored_rates_match,True
repro96.labels_match,True
repro96.liquid_label,B
repro96.transfer_label,B
repro96.record_liquid_label,NOT_PUBLISHED_BY_RECORD
repro96.record_transfer_label,B
repro96.max_control_abs_diff,0.0
repro96.max_drift_abs_diff,0.0
repro96.max_rate_abs_diff,0.0
repro96.utility_abs_diff,0.0
repro96.mismatch_detail,
repro155.row,155
repro155.node,155
repro155.j,5
repro155.i,4
repro155.z,0
repro155.sector,B
repro155.reproduced,True
repro155.controls_match,True
repro155.utility_match,True
repro155.drifts_match,True
repro155.stored_rates_match,True
repro155.labels_match,True
repro155.liquid_label,B
repro155.transfer_label,B
repro155.record_liquid_label,NOT_PUBLISHED_BY_RECORD
repro155.record_transfer_label,B
repro155.max_control_abs_diff,0.0
repro155.max_drift_abs_diff,0.0
repro155.max_rate_abs_diff,0.0
repro155.utility_abs_diff,0.0
repro155.mismatch_detail,
repro34.row,34
repro34.node,34
repro34.j,1
repro34.i,1
repro34.z,0
repro34.sector,B
repro34.reproduced,True
repro34.controls_match,True
repro34.utility_match,True
repro34.drifts_match,True
repro34.stored_rates_match,True
repro34.labels_match,True
repro34.liquid_label,B
repro34.transfer_label,B
repro34.record_liquid_label,NOT_PUBLISHED_BY_RECORD
repro34.record_transfer_label,B
repro34.max_control_abs_diff,0.0
repro34.max_drift_abs_diff,0.0
repro34.max_rate_abs_diff,0.0
repro34.utility_abs_diff,0.0
repro34.mismatch_detail,
repro153.row,153
repro153.node,153
repro153.j,5
repro153.i,2
repro153.z,0
repro153.sector,B
repro153.reproduced,True
repro153.controls_match,True
repro153.utility_match,True
repro153.drifts_match,True
repro153.stored_rates_match,True
repro153.labels_match,True
repro153.liquid_label,B
repro153.transfer_label,B
repro153.record_liquid_label,NOT_PUBLISHED_BY_RECORD
repro153.record_transfer_label,B
repro153.max_control_abs_diff,0.0
repro153.max_drift_abs_diff,0.0
repro153.max_rate_abs_diff,0.0
repro153.utility_abs_diff,0.0
repro153.mismatch_detail,
repro35.row,35
repro35.node,35
repro35.j,1
repro35.i,2
repro35.z,0
repro35.sector,B
repro35.reproduced,True
repro35.controls_match,True
repro35.utility_match,True
repro35.drifts_match,True
repro35.stored_rates_match,True
repro35.labels_match,True
repro35.liquid_label,B
repro35.transfer_label,B
repro35.record_liquid_label,NOT_PUBLISHED_BY_RECORD
repro35.record_transfer_label,B
repro35.max_control_abs_diff,0.0
repro35.max_drift_abs_diff,0.0
repro35.max_rate_abs_diff,0.0
repro35.utility_abs_diff,0.0
repro35.mismatch_detail,
repro101.row,101
repro101.node,101
repro101.j,3
repro101.i,6
repro101.z,0
repro101.sector,B
repro101.reproduced,True
repro101.controls_match,True
repro101.utility_match,True
repro101.drifts_match,True
repro101.stored_rates_match,True
repro101.labels_match,True
repro101.liquid_label,B
repro101.transfer_label,B
repro101.record_liquid_label,NOT_PUBLISHED_BY_RECORD
repro101.record_transfer_label,B
repro101.max_control_abs_diff,0.0
repro101.max_drift_abs_diff,0.0
repro101.max_rate_abs_diff,0.0
repro101.utility_abs_diff,0.0
repro101.mismatch_detail,
repro130.row,130
repro130.node,130
repro130.j,4
repro130.i,6
repro130.z,0
repro130.sector,B
repro130.reproduced,True
repro130.controls_match,True
repro130.utility_match,True
repro130.drifts_match,True
repro130.stored_rates_match,True
repro130.labels_match,True
repro130.liquid_label,B
repro130.transfer_label,B
repro130.record_liquid_label,NOT_PUBLISHED_BY_RECORD
repro130.record_transfer_label,B
repro130.max_control_abs_diff,0.0
repro130.max_drift_abs_diff,0.0
repro130.max_rate_abs_diff,0.0
repro130.utility_abs_diff,0.0
repro130.mismatch_detail,
reviewer_hold_5695153100,bounded assertion-only allowlist expansion authorized
original_candidate_sha,8eeb2949d51ff17c631dd664e6d94ee136d0c0d9
cumulative_authorized_path_count,5
fifth_path_authorized,tests/test_dlh_5vv_route_a_single_q_operator_contract.py
sixth_path_authorized,False
fifth_path_change_kind,repository-state assertion correction only
fifth_path_diff_added_lines,9
fifth_path_diff_removed_lines,2
accepted_selected_q_blob_origin_main,7857cabb4d28af99cb9d59e2d1c3024b05787c11
pre_route_a_blob_historical,556ccc214f03a1a22306cc4f5c7e9f7691bbf897
pre_route_a_immutable_anchor,825e241804c7fb260c807602fc0f1487caf84e56^
historical_evidence_preserved,True
route_a_scientific_assertions_changed,False
tolerances_changed,False
solver_semantics_changed,False
accepted_terminal_changed,False
convergence_interpretation_changed,False
governance_files_mutated,False
science_module_blob_unchanged_from_candidate,96dd262a4ae42e26d489a317d9a04a9264b481b1
focused_suite_passed,52
focused_suite_failed,0
full_suite_passed,693
full_suite_failed,0
full_suite_errors,0
full_suite_warnings,6
full_suite_seconds,3557.33
full_suite_green,True
