variant,row_type,boundary,direction,requested_outward_max,count_above_threshold,share_above_threshold,argmax_index,argmax_physical,requested_at_max,quantiles_q50_q90_q95_q99,offending_b_index,offending_a_index,offending_z_index,offending_b,offending_a,offending_z,offending_requested_outward_rate,,
V1_A_WIDE,summary,lower_b,b_backward,0.000000000e+00,0,0.000000000e+00,"(0, 0, 0)","(-2.0, 0.0, 0.8)",0.000000000e+00,NOT_APPLICABLE,,,,,,,,,
V1_A_WIDE,summary,upper_b,b_forward,1.237533996e+00,6,7.500000000e-02,"(19, 39, 1)","(5.0, 20.526315789473685, 1.3)",1.237533996e+00,0.7748616809049792/1.1728850611885822/1.2052095284144713/1.2310691021951825,,,,,,,,,
V1_A_WIDE,offending,upper_b,b_forward,1.724097907e-01,,,,,,,19,34,1,5.000000000e+00,1.789473684e+01,1.300000000e+00,1.724097907e-01,,
V1_A_WIDE,offending,upper_b,b_forward,4.096713022e-01,,,,,,,19,35,1,5.000000000e+00,1.842105263e+01,1.300000000e+00,4.096713022e-01,,
V1_A_WIDE,offending,upper_b,b_forward,6.543476500e-01,,,,,,,19,36,1,5.000000000e+00,1.894736842e+01,1.300000000e+00,6.543476500e-01,,
V1_A_WIDE,offending,upper_b,b_forward,8.953757118e-01,,,,,,,19,37,1,5.000000000e+00,1.947368421e+01,1.300000000e+00,8.953757118e-01,,
V1_A_WIDE,offending,upper_b,b_forward,1.108236127e+00,,,,,,,19,38,1,5.000000000e+00,2.000000000e+01,1.300000000e+00,1.108236127e+00,,
V1_A_WIDE,offending,upper_b,b_forward,1.237533996e+00,,,,,,,19,39,1,5.000000000e+00,2.052631579e+01,1.300000000e+00,1.237533996e+00,,
V1_A_WIDE,summary,lower_a,a_backward,0.000000000e+00,0,0.000000000e+00,"(0, 0, 0)","(-2.0, 0.0, 0.8)",0.000000000e+00,NOT_APPLICABLE,,,,,,,,,
V1_A_WIDE,summary,upper_a,a_forward,0.000000000e+00,0,0.000000000e+00,"(0, 39, 0)","(-2.0, 20.526315789473685, 0.8)",0.000000000e+00,NOT_APPLICABLE,,,,,,,,,
V2_B_WIDE,summary,lower_b,b_backward,0.000000000e+00,0,0.000000000e+00,"(0, 0, 0)","(-2.0, 0.0, 0.8)",0.000000000e+00,NOT_APPLICABLE,,,,,,,,,
