iteration,selected_delta,delta_index,backtrack_count,accepted_max_stat,ref1000_max_stat,ref1000_min_pb,min_pb_old,min_pb_new,delta1000_would_violate,max_abs_q1,expansions,artificial_bindings,sector_changes
1,0.030517578125,15,15,0.319783912291,19.5762533642,-0.682001580079,0.480765621563,0.0602545352311,true,5.93969318174e-15,0,0,0
2,0.00381469726562,18,18,0.039855624229,19.1615653124,-0.731193069681,0.0602545352311,0.00985374416313,true,5.93969318174e-15,0,0,7
