section,variant,a_res,b_ext,window,observable,n_az,n_nodes_used,window_valid,descriptive_only,slope_median,slope_p10,slope_p90,slope_worst_dev_abs,Q_hat_median,Q_hat_p10,Q_hat_p90,Q_hat_worst_dev_pct,c_over_b_median,c_over_b_p10,c_over_b_p90,c_over_b_worst_dev_pct,absR_median,absR_p10,absR_p90,R_over_sqrt_b_median,R_over_sqrt_b_p10,R_over_sqrt_b_p90,chi_over_b_median,chi_over_b_p10,chi_over_b_p90,mu_W_over_b_median,mu_W_over_b_p10,mu_W_over_b_p90,value_lower,value_higher,rel_diff_frac
cross_a,a77_vs_a153:b140,a77_vs_a153,b140,W3_EXTENDED,R_over_sqrt_b_median,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,0.1656536392231423,0.16632106179303177,0.004012856596117716
cross_a,a77_vs_a153:b140,a77_vs_a153,b140,W3_EXTENDED,chi_over_b_median,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004714422974638531,0.0004864454728848085,0.030842460783900023
cross_a,a77_vs_a153:b140,a77_vs_a153,b140,W3_EXTENDED,mu_W_over_b_median,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,-0.007416910185438168,-0.0074572717060504235,0.0054123709317857455
cross_a,a77_vs_a153:b160,a77_vs_a153,b160,W1_COMMON,Q_hat_median,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,314.89588017041933,314.4541387849213,0.0014028172907785846
cross_a,a77_vs_a153:b160,a77_vs_a153,b160,W1_COMMON,c_over_b_median,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,0.05635296098186887,0.05639252946911742,0.0007016618623255746
cross_a,a77_vs_a153:b160,a77_vs_a153,b160,W1_COMMON,slope_median,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,-0.559177773216154,-0.5584826418521891,0.0012431312495967564
cross_a,a77_vs_a153:b160,a77_vs_a153,b160,W1_COMMON,R_over_sqrt_b_median,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,0.21152773227530597,0.21244461970616763,0.0043158891579829365
cross_a,a77_vs_a153:b160,a77_vs_a153,b160,W1_COMMON,chi_over_b_median,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007626663587714327,0.0007882217006055552,0.03242151518346873
cross_a,a77_vs_a153:b160,a77_vs_a153,b160,W1_COMMON,mu_W_over_b_median,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009967215587355058,-0.010040017650957665,0.007251188805993972
cross_a,a77_vs_a153:b160,a77_vs_a153,b160,W2_COMMON_HIGH,Q_hat_median,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,485.38765848985025,484.810904177051,0.0011882343992710457
cross_a,a77_vs_a153:b160,a77_vs_a153,b160,W2_COMMON_HIGH,c_over_b_median,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,0.045390262868261096,0.04541725500789223,0.0005943146415706108
cross_a,a77_vs_a153:b160,a77_vs_a153,b160,W2_COMMON_HIGH,slope_median,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6807737137252735,-0.6801168843179561,0.000964827804121761
cross_a,a77_vs_a153:b160,a77_vs_a153,b160,W2_COMMON_HIGH,R_over_sqrt_b_median,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,0.18104371651808582,0.18179079027892603,0.004109524798775327
cross_a,a77_vs_a153:b160,a77_vs_a153,b160,W2_COMMON_HIGH,chi_over_b_median,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,0.000561571446190705,0.0005798901605390562,0.031589972713664344
cross_a,a77_vs_a153:b160,a77_vs_a153,b160,W2_COMMON_HIGH,mu_W_over_b_median,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00828421814171857,-0.008333588098068974,0.005924213648361585
cross_a,a77_vs_a153:b160,a77_vs_a153,b160,W3_EXTENDED,Q_hat_median,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,610.3519131406193,609.6967414059991,0.0010734327533258572
cross_a,a77_vs_a153:b160,a77_vs_a153,b160,W3_EXTENDED,c_over_b_median,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,0.040477554871274954,0.0404992975742527,0.000536866174972045
cross_a,a77_vs_a153:b160,a77_vs_a153,b160,W3_EXTENDED,slope_median,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7582701978057018,-0.7576558552717777,0.0008101894756010646
cross_a,a77_vs_a153:b160,a77_vs_a153,b160,W3_EXTENDED,R_over_sqrt_b_median,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,0.1656536391777198,0.16632106178330874,0.00401285681099422
cross_a,a77_vs_a153:b160,a77_vs_a153,b160,W3_EXTENDED,chi_over_b_median,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004714393766665496,0.0004864451041729701,0.03084773056136007
cross_a,a77_vs_a153:b160,a77_vs_a153,b160,W3_EXTENDED,mu_W_over_b_median,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,-0.007416912280202862,-0.007457272793851906,0.00541223511124857
a0_descriptive,J0_A77_B120,a77,b120,W1_COMMON,Q_hat_median_a0,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,380.84348197608654,0.05124296567680216,nan
a0_descriptive,J0_A77_B120,a77,b120,W2_COMMON_HIGH,Q_hat_median_a0,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,582.7717608310841,0.041423881125632604,nan
a0_descriptive,J1_A77_B140,a77,b140,W1_COMMON,Q_hat_median_a0,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,380.84348197608654,0.05124296567680167,nan
a0_descriptive,J1_A77_B140,a77,b140,W2_COMMON_HIGH,Q_hat_median_a0,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,582.7717608310979,0.0414238811256331,nan
a0_descriptive,J1_A77_B140,a77,b140,W3_EXTENDED,Q_hat_median_a0,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,728.2152593582964,0.03705698985393491,nan
a0_descriptive,J2_A77_B160,a77,b160,W1_COMMON,Q_hat_median_a0,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,380.84348197610115,0.05124296567680264,nan
a0_descriptive,J2_A77_B160,a77,b160,W2_COMMON_HIGH,Q_hat_median_a0,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,582.7717608310707,0.04142388112563309,nan
a0_descriptive,J2_A77_B160,a77,b160,W3_EXTENDED,Q_hat_median_a0,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,728.2152593583551,0.03705698985393541,nan
a0_descriptive,J2_A77_B160,a77,b160,W4_B160_ONLY,Q_hat_median_a0,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,872.055769529429,0.033863302257454264,nan
a0_descriptive,J3_A153_B120,a153,b120,W1_COMMON,Q_hat_median_a0,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,380.84348197608654,0.05124296567680216,nan
a0_descriptive,J3_A153_B120,a153,b120,W2_COMMON_HIGH,Q_hat_median_a0,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,582.7717608310841,0.041423881125632604,nan
a0_descriptive,J4_A153_B140,a153,b140,W1_COMMON,Q_hat_median_a0,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,380.84348197608654,0.05124296567680167,nan
a0_descriptive,J4_A153_B140,a153,b140,W2_COMMON_HIGH,Q_hat_median_a0,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,582.7717608310979,0.0414238811256331,nan
a0_descriptive,J4_A153_B140,a153,b140,W3_EXTENDED,Q_hat_median_a0,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,728.2152593582964,0.03705698985393491,nan
a0_descriptive,J5_A153_B160,a153,b160,W1_COMMON,Q_hat_median_a0,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,380.84348197610115,0.05124296567680264,nan
a0_descriptive,J5_A153_B160,a153,b160,W2_COMMON_HIGH,Q_hat_median_a0,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,582.7717608310707,0.04142388112563309,nan
a0_descriptive,J5_A153_B160,a153,b160,W3_EXTENDED,Q_hat_median_a0,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,728.2152593583551,0.03705698985393541,nan
a0_descriptive,J5_A153_B160,a153,b160,W4_B160_ONLY,Q_hat_median_a0,,,VALID,,,,,,,,,,,,,,,,,,,,,,,,,,872.055769529429,0.033863302257454264,nan
