index,k_lambda,k_delta,k_alpha,lam,trust_fraction,trust_radius,alpha,raw_direction_norm_inf,projected_direction_norm_inf,clipped_direction_norm_inf,linear_solve_residual_inf,finite,active_constraint_count,active_constraint_ids,min_pb_trial,min_pb_node,min_pb_nz,r_trial_inf,residual_ratio,absolute_decrease,armijo_rhs,armijo_pass,material_reduction_flag,max_abs_q1_trial,single_q_ok,conservativity_ok,accepted,reject_reason,nonfinite_reason
57,0,2,14,1.0,0.25,6.663852879462473e-05,6.103515625e-05,0.0002665541151784989,0.0002665541151784989,6.663852879462473e-05,5.329070518200751e-15,True,0,,4.8089461301970005e-09,332,1,10.435094310372094,0.9999999997323621,2.7928273027555406e-09,10.43509424947416,False,False,2.4253377084448857e-12,True,True,False,REJECT_ARMIJO_CONDITION,
58,0,2,15,1.0,0.25,6.663852879462473e-05,3.0517578125e-05,0.0002665541151784989,0.0002665541151784989,6.663852879462473e-05,5.329070518200751e-15,True,0,,4.8089461301970005e-09,332,1,10.435094311768625,0.9999999998661923,1.3962964118263699e-09,10.43509428131954,False,False,2.4253377084448857e-12,True,True,False,REJECT_ARMIJO_CONDITION,
59,0,2,16,1.0,0.25,6.663852879462473e-05,1.52587890625e-05,0.0002665541151784989,0.0002665541151784989,6.663852879462473e-05,5.329070518200751e-15,True,0,,4.8089461301970005e-09,332,1,10.435094312466688,0.9999999999330881,6.982325828630565e-10,10.43509429724223,False,False,2.4253377084448857e-12,True,True,False,REJECT_ARMIJO_CONDITION,
60,0,2,17,1.0,0.25,6.663852879462473e-05,7.62939453125e-06,0.0002665541151784989,0.0002665541151784989,6.663852879462473e-05,5.329070518200751e-15,True,0,,4.8089461301970005e-09,332,1,10.435094312815888,0.999999999966552,3.490328026600764e-10,10.435094305203576,False,False,2.4253377084448857e-12,True,True,False,REJECT_ARMIJO_CONDITION,
61,0,2,18,1.0,0.25,6.663852879462473e-05,3.814697265625e-06,0.0002665541151784989,0.0002665541151784989,6.663852879462473e-05,5.329070518200751e-15,True,0,,4.8089461301970005e-09,332,1,10.435094312990465,0.9999999999832818,1.744560051974986e-10,10.43509430918425,False,False,2.4253377084448857e-12,True,True,False,REJECT_ARMIJO_CONDITION,
62,0,2,19,1.0,0.25,6.663852879462473e-05,1.9073486328125e-06,0.0002665541151784989,0.0002665541151784989,6.663852879462473e-05,5.329070518200751e-15,True,0,,4.8089461301970005e-09,332,1,10.43509431307775,0.9999999999916463,8.717115917988849e-11,10.435094311174584,False,False,2.4253377084448857e-12,True,True,False,REJECT_ARMIJO_CONDITION,
63,0,2,20,1.0,0.25,6.663852879462473e-05,9.5367431640625e-07,0.0002665541151784989,0.0002665541151784989,6.663852879462473e-05,5.329070518200751e-15,True,0,,4.8089461301970005e-09,332,1,10.435094313121294,0.9999999999958191,4.362732397567015e-11,10.435094312169753,False,False,2.4253377084448857e-12,True,True,False,REJECT_ARMIJO_CONDITION,
64,0,3,0,1.0,0.125,3.3319264397312364e-05,1.0,0.0002665541151784989,0.0002665541151784989,3.3319264397312364e-05,5.329070518200751e-15,True,0,,4.8089461301970005e-09,332,1,10.435071433936715,0.9999978074727913,2.2879228206207358e-05,10.434050803733605,False,False,2.4253377084448857e-12,True,True,False,REJECT_ARMIJO_CONDITION,
65,0,3,1,1.0,0.125,3.3319264397312364e-05,0.5,0.0002665541151784989,0.0002665541151784989,3.3319264397312364e-05,5.329070518200751e-15,True,0,,4.8089461301970005e-09,332,1,10.435082873550803,0.9999989037363942,1.1439614118202712e-05,10.434572558449263,False,False,2.4253377084448857e-12,True,True,False,REJECT_ARMIJO_CONDITION,
66,0,3,2,1.0,0.125,3.3319264397312364e-05,0.25,0.0002665541151784989,0.0002665541151784989,3.3319264397312364e-05,5.329070518200751e-15,True,0,,4.8089461301970005e-09,332,1,10.435088593357992,0.9999994518682096,5.719806928539128e-06,10.434833435807091,False,False,2.4253377084448857e-12,True,True,False,REJECT_ARMIJO_CONDITION,
67,0,3,3,1.0,0.125,3.3319264397312364e-05,0.125,0.0002665541151784989,0.0002665541151784989,3.3319264397312364e-05,5.329070518200751e-15,True,0,,4.8089461301970005e-09,332,1,10.435091453261514,0.9999997259341102,2.8599034074261453e-06,10.434963874486007,False,False,2.4253377084448857e-12,True,True,False,REJECT_ARMIJO_CONDITION,
68,0,3,4,1.0,0.125,3.3319264397312364e-05,0.0625,0.0002665541151784989,0.0002665541151784989,3.3319264397312364e-05,5.329070518200751e-15,True,0,,4.8089461301970005e-09,332,1,10.435092883213247,0.999999862967058,1.4299516735150064e-06,10.435029093825463,False,False,2.4253377084448857e-12,True,True,False,REJECT_ARMIJO_CONDITION,
69,0,3,5,1.0,0.125,3.3319264397312364e-05,0.03125,0.0002665541151784989,0.0002665541151784989,3.3319264397312364e-05,5.329070518200751e-15,True,0,,4.8089461301970005e-09,332,1,10.435093598189056,0.9999999314835263,7.149758651792126e-07,10.435061703495192,False,False,2.4253377084448857e-12,True,True,False,REJECT_ARMIJO_CONDITION,
70,0,3,6,1.0,0.125,3.3319264397312364e-05,0.015625,0.0002665541151784989,0.0002665541151784989,3.3319264397312364e-05,5.329070518200751e-15,True,0,,4.8089461301970005e-09,332,1,10.435093955677031,0.9999999657417672,3.5748788995704217e-07,10.435078008330057,False,False,2.4253377084448857e-12,True,True,False,REJECT_ARMIJO_CONDITION,
71,0,3,7,1.0,0.125,3.3319264397312364e-05,0.0078125,0.0002665541151784989,0.0002665541151784989,3.3319264397312364e-05,5.329070518200751e-15,True,0,,4.8089461301970005e-09,332,1,10.435094134421119,0.9999999828708973,1.7874380198179551e-07,10.435086160747488,False,False,2.4253377084448857e-12,True,True,False,REJECT_ARMIJO_CONDITION,
72,0,3,8,1.0,0.125,3.3319264397312364e-05,0.00390625,0.0002665541151784989,0.0002665541151784989,3.3319264397312364e-05,5.329070518200751e-15,True,0,,4.8089461301970005e-09,332,1,10.435094223792992,0.999999991435446,8.937192852442877e-08,10.435090236956205,False,False,2.4253377084448857e-12,True,True,False,REJECT_ARMIJO_CONDITION,
73,0,3,9,1.0,0.125,3.3319264397312364e-05,0.001953125,0.0002665541151784989,0.0002665541151784989,3.3319264397312364e-05,5.329070518200751e-15,True,0,,4.8089461301970005e-09,332,1,10.435094268479027,0.9999999957177297,4.468589409611923e-08,10.435092275060564,False,False,2.4253377084448857e-12,True,True,False,REJECT_ARMIJO_CONDITION,
74,0,3,10,1.0,0.125,3.3319264397312364e-05,0.0009765625,0.0002665541151784989,0.0002665541151784989,3.3319264397312364e-05,5.329070518200751e-15,True,0,,4.8089461301970005e-09,332,1,10.435094290821946,0.9999999978588622,2.2342975469769044e-08,10.435093294112741,False,False,2.4253377084448857e-12,True,True,False,REJECT_ARMIJO_CONDITION,
75,0,3,11,1.0,0.125,3.3319264397312364e-05,0.00048828125,0.0002665541151784989,0.0002665541151784989,3.3319264397312364e-05,5.329070518200751e-15,True,0,,4.8089461301970005e-09,332,1,10.435094301993452,0.9999999989294328,1.1171469083137708e-08,10.435093803638832,False,False,2.4253377084448857e-12,True,True,False,REJECT_ARMIJO_CONDITION,
