variant,b_index,a_index,z_index,b,a,z,liquid_label,transfer_label,consumption,labor,transfer,adjustment_cost,effective_illiquid_return,mu_a,mu_b,base_liquid_surplus,transfer_injection,reconstruction_residual,mu_W,mu_W_transfer_cancelled_reconstruction,transfer_cancellation_residual,linear_d_contribution_mu_a,linear_negd_contribution_mu_b,linear_d_cancellation_sum,is_top_layer,material_positive
J3_A153_B120,119,150,1,4.184210526e+01,9.868421053e+00,1.300000000e+00,B,B,1.839244489e+00,7.994966904e-01,-4.361560157e-01,6.289245133e-02,2.733712798e-02,-1.663817264e-01,4.509449740e-02,-3.281690670e-01,3.732635644e-01,0.000000000e+00,-1.212872290e-01,-1.212872290e-01,2.775557562e-17,-4.361560157e-01,4.361560157e-01,0.000000000e+00,True,True
J3_A153_B120,119,151,1,4.184210526e+01,9.934210526e+00,1.300000000e+00,B,B,1.839693173e+00,7.994186887e-01,-4.503075259e-01,6.544272870e-02,2.717302812e-02,-1.803649440e-01,5.616085431e-02,-3.287039429e-01,3.848647972e-01,0.000000000e+00,-1.242040897e-01,-1.242040897e-01,2.775557562e-17,-4.503075259e-01,4.503075259e-01,0.000000000e+00,True,True
J3_A153_B120,119,152,0,4.184210526e+01,1.000000000e+01,8.000000000e-01,B,B,1.834640648e+00,7.262420277e-01,-4.584136473e-01,6.685567193e-02,2.700000000e-02,-1.884136473e-01,-3.216065148e-01,-7.131644901e-01,3.915579754e-01,1.110223025e-16,-5.100201621e-01,-5.100201621e-01,1.110223025e-16,-4.584136473e-01,4.584136473e-01,0.000000000e+00,True,False
J3_A153_B120,119,152,1,4.184210526e+01,1.000000000e+01,1.300000000e+00,B,B,1.840145537e+00,7.993400743e-01,-4.600360420e-01,6.716692019e-02,2.700000000e-02,-1.900360420e-01,6.362594624e-02,-3.292431755e-01,3.928691218e-01,5.551115123e-17,-1.264100957e-01,-1.264100957e-01,5.551115123e-17,-4.600360420e-01,4.600360420e-01,0.000000000e+00,True,True
J4_A153_B140,135,149,1,4.773684211e+01,9.802631579e+00,1.300000000e+00,B,F,1.937643218e+00,7.830021068e-01,-3.927592284e-01,5.501249422e-02,2.749270532e-02,-1.232583671e-01,-1.862652369e-02,-3.563732579e-01,3.377467342e-01,-5.551115123e-17,-1.418848907e-01,-1.418848907e-01,-5.551115123e-17,-3.927592284e-01,3.927592284e-01,0.000000000e+00,False,False
J4_A153_B140,135,150,1,4.773684211e+01,9.868421053e+00,1.300000000e+00,B,F,1.938389751e+00,7.828814695e-01,-4.083598227e-01,5.773410040e-02,2.733712798e-02,-1.385855334e-01,-6.627373747e-03,-3.572530960e-01,3.506257223e-01,-5.551115123e-17,-1.452129072e-01,-1.452129072e-01,-5.551115123e-17,-4.083598227e-01,4.083598227e-01,0.000000000e+00,False,False
J4_A153_B140,135,151,1,4.773684211e+01,9.934210526e+00,1.300000000e+00,B,F,1.939131794e+00,7.827616224e-01,-4.215552200e-01,6.004409031e-02,2.717302812e-02,-1.516126381e-01,3.383559650e-03,-3.581275701e-01,3.615111297e-01,0.000000000e+00,-1.482290784e-01,-1.482290784e-01,0.000000000e+00,-4.215552200e-01,4.215552200e-01,0.000000000e+00,False,True
J4_A153_B140,135,152,1,4.773684211e+01,1.000000000e+01,1.300000000e+00,B,F,1.939871489e+00,7.826422185e-01,-4.301307631e-01,6.151432364e-02,2.700000000e-02,-1.601307631e-01,9.617233924e-03,-3.589992055e-01,3.686164394e-01,5.551115123e-17,-1.505135292e-01,-1.505135292e-01,5.551115123e-17,-4.301307631e-01,4.301307631e-01,0.000000000e+00,False,True
J4_A153_B140,137,149,1,4.847368421e+01,9.802631579e+00,1.300000000e+00,B,F,1.947004681e+00,7.814940167e-01,-3.981857461e-01,5.599299544e-02,2.749270532e-02,-1.286848847e-01,-1.415577900e-02,-3.563485297e-01,3.421927507e-01,5.551115123e-17,-1.428406637e-01,-1.428406637e-01,5.551115123e-17,-3.981857461e-01,3.981857461e-01,0.000000000e+00,False,False
J4_A153_B140,137,150,1,4.847368421e+01,9.868421053e+00,1.300000000e+00,B,F,1.947631403e+00,7.813934173e-01,-4.141925870e-01,5.880354929e-02,2.733712798e-02,-1.444182978e-01,-1.697376020e-03,-3.570864138e-01,3.553890378e-01,-1.110223025e-16,-1.461156738e-01,-1.461156738e-01,-1.110223025e-16,-4.141925870e-01,4.141925870e-01,0.000000000e+00,False,False
J4_A153_B140,137,151,1,4.847368421e+01,9.934210526e+00,1.300000000e+00,B,F,1.948253616e+00,7.812935863e-01,-4.278767636e-01,6.121677289e-02,2.717302812e-02,-1.579341816e-01,8.841050347e-03,-3.578189403e-01,3.666599907e-01,1.110223025e-16,-1.490931312e-01,-1.490931312e-01,1.110223025e-16,-4.278767636e-01,4.278767636e-01,0.000000000e+00,False,True
J4_A153_B140,137,152,1,4.847368421e+01,1.000000000e+01,1.300000000e+00,B,F,1.948874026e+00,7.811940893e-01,-4.370461563e-01,6.280554990e-02,2.700000000e-02,-1.670461563e-01,1.569131254e-02,-3.585492938e-01,3.742406064e-01,-2.220446049e-16,-1.513548437e-01,-1.513548437e-01,-2.220446049e-16,-4.370461563e-01,4.370461563e-01,0.000000000e+00,False,True
J4_A153_B140,138,149,1,4.884210526e+01,9.802631579e+00,1.300000000e+00,B,F,1.950461043e+00,7.809397758e-01,-4.054156981e-01,5.730868862e-02,2.749270532e-02,-1.359148368e-01,-6.784002347e-03,-3.548910119e-01,3.481070095e-01,-1.665334537e-16,-1.426988391e-01,-1.426988391e-01,-1.665334537e-16,-4.054156981e-01,4.054156981e-01,0.000000000e+00,False,False
J4_A153_B140,138,150,1,4.884210526e+01,9.868421053e+00,1.300000000e+00,B,F,1.951001007e+00,7.808533146e-01,-4.216674888e-01,6.018416728e-02,2.733712798e-02,-1.518931995e-01,5.956805927e-03,-3.555265155e-01,3.614833215e-01,1.665334537e-16,-1.459363936e-01,-1.459363936e-01,1.665334537e-16,-4.216674888e-01,4.216674888e-01,0.000000000e+00,False,True
J4_A153_B140,138,151,1,4.884210526e+01,9.934210526e+00,1.300000000e+00,B,F,1.951538904e+00,7.807672178e-01,-4.356508595e-01,6.266994294e-02,2.717302812e-02,-1.657082776e-01,1.682136724e-02,-3.561595493e-01,3.729809166e-01,-1.110223025e-16,-1.488869103e-01,-1.488869103e-01,-1.387778781e-16,-4.356508595e-01,4.356508595e-01,0.000000000e+00,False,True
J4_A153_B140,138,152,1,4.884210526e+01,1.000000000e+01,1.300000000e+00,B,F,1.952077189e+00,7.806810921e-01,-4.451689166e-01,6.433442809e-02,2.700000000e-02,-1.751689166e-01,2.404148488e-02,-3.567930036e-01,3.808344885e-01,1.110223025e-16,-1.511274317e-01,-1.511274317e-01,1.387778781e-16,-4.451689166e-01,4.451689166e-01,0.000000000e+00,False,True
J4_A153_B140,139,146,0,4.921052632e+01,9.605263158e+00,8.000000000e-01,B,B,1.944922350e+00,7.094811735e-01,-3.651976913e-01,5.040479773e-02,2.791212418e-02,-9.709439325e-02,-4.095243641e-01,-7.243172576e-01,3.147928935e-01,1.110223025e-16,-5.066187574e-01,-5.066187574e-01,1.110223025e-16,-3.651976913e-01,3.651976913e-01,0.000000000e+00,True,False
J4_A153_B140,139,146,1,4.921052632e+01,9.605263158e+00,1.300000000e+00,B,B,1.951025433e+00,7.808494042e-01,-3.656216771e-01,5.047945540e-02,2.791212418e-02,-9.751837907e-02,-3.488672505e-02,-3.500289467e-01,3.151422217e-01,1.110223025e-16,-1.324051041e-01,-1.324051041e-01,1.387778781e-16,-3.656216771e-01,3.656216771e-01,0.000000000e+00,True,False
J4_A153_B140,139,148,0,4.921052632e+01,9.736842105e+00,8.000000000e-01,B,B,1.946049861e+00,7.093167200e-01,-4.005646532e-01,5.653532363e-02,2.764014998e-02,-1.314368771e-01,-3.815272671e-01,-7.255565967e-01,3.440293296e-01,1.665334537e-16,-5.129641442e-01,-5.129641442e-01,1.110223025e-16,-4.005646532e-01,4.005646532e-01,0.000000000e+00,True,False
J4_A153_B140,139,148,1,4.921052632e+01,9.736842105e+00,1.300000000e+00,B,B,1.951970766e+00,7.806981171e-01,-4.012027894e-01,5.665168373e-02,2.764014998e-02,-1.320750133e-01,-6.590346531e-03,-3.511414522e-01,3.445511057e-01,1.110223025e-16,-1.386653598e-01,-1.386653598e-01,1.110223025e-16,-4.012027894e-01,4.012027894e-01,0.000000000e+00,True,False
J4_A153_B140,139,149,1,4.921052632e+01,9.802631579e+00,1.300000000e+00,B,B,1.952437456e+00,7.806234678e-01,-4.185418636e-01,5.972462148e-02,2.749270532e-02,-1.490410022e-01,7.126612376e-03,-3.516906298e-01,3.588172421e-01,-1.110223025e-16,-1.419143899e-01,-1.419143899e-01,-1.110223025e-16,-4.185418636e-01,4.185418636e-01,0.000000000e+00,True,True
J4_A153_B140,139,150,0,4.921052632e+01,9.868421053e+00,8.000000000e-01,B,B,1.947162016e+00,7.091546369e-01,-4.338731657e-01,6.246290353e-02,2.733712798e-02,-1.640988765e-01,-3.553687057e-01,-7.267789679e-01,3.714102622e-01,-1.110223025e-16,-5.194675822e-01,-5.194675822e-01,-1.110223025e-16,-4.338731657e-01,4.338731657e-01,0.000000000e+00,True,False
J4_A153_B140,139,150,1,4.921052632e+01,9.868421053e+00,1.300000000e+00,B,B,1.952903327e+00,7.805489745e-01,-4.348553837e-01,6.264759111e-02,2.733712798e-02,-1.650810944e-01,1.996897737e-02,-3.522388152e-01,3.722077926e-01,-1.665334537e-16,-1.451121171e-01,-1.451121171e-01,-1.665334537e-16,-4.348553837e-01,4.348553837e-01,0.000000000e+00,True,True
J4_A153_B140,139,151,1,4.921052632e+01,9.934210526e+00,1.300000000e+00,B,B,1.953371210e+00,7.804741845e-01,-4.489808598e-01,6.518996644e-02,2.717302812e-02,-1.790382778e-01,3.100155186e-02,-3.527893415e-01,3.837908934e-01,-1.665334537e-16,-1.480367260e-01,-1.480367260e-01,-1.665334537e-16,-4.489808598e-01,4.489808598e-01,0.000000000e+00,True,True
J4_A153_B140,139,152,0,4.921052632e+01,1.000000000e+01,8.000000000e-01,B,B,1.948279809e+00,7.089918626e-01,-4.571463207e-01,6.661290792e-02,2.700000000e-02,-1.871463207e-01,-3.374740354e-01,-7.280074482e-01,3.905334128e-01,-1.110223025e-16,-5.246203561e-01,-5.246203561e-01,-1.110223025e-16,-4.571463207e-01,4.571463207e-01,0.000000000e+00,True,False
J4_A153_B140,139,152,1,4.921052632e+01,1.000000000e+01,1.300000000e+00,B,B,1.953842935e+00,7.803988056e-01,-4.586941469e-01,6.690944674e-02,2.700000000e-02,-1.886941469e-01,3.844034001e-02,-3.533443602e-01,3.917847002e-01,1.110223025e-16,-1.502538069e-01,-1.502538069e-01,8.326672685e-17,-4.586941469e-01,4.586941469e-01,0.000000000e+00,True,True
J5_A153_B160,155,151,1,5.510526316e+01,9.934210526e+00,1.300000000e+00,B,F,2.052429660e+00,7.651827004e-01,-4.214283428e-01,6.002063620e-02,2.717302812e-02,-1.514857608e-01,-1.891612249e-02,-3.803238291e-01,3.614077066e-01,3.330669074e-16,-1.704018833e-01,-1.704018833e-01,3.053113318e-16,-4.214283428e-01,4.214283428e-01,0.000000000e+00,False,False
J5_A153_B160,155,152,1,5.510526316e+01,1.000000000e+01,1.300000000e+00,B,F,2.053181465e+00,7.650706146e-01,-4.300524542e-01,6.149975676e-02,2.700000000e-02,-1.600524542e-01,-1.264679155e-02,-3.811994890e-01,3.685526975e-01,2.220446049e-16,-1.726992458e-01,-1.726992458e-01,2.220446049e-16,-4.300524542e-01,4.300524542e-01,0.000000000e+00,False,False
J5_A153_B160,157,151,1,5.584210526e+01,9.934210526e+00,1.300000000e+00,B,F,2.061772546e+00,7.637938457e-01,-4.272799691e-01,6.110572018e-02,2.717302812e-02,-1.573373871e-01,-1.397451831e-02,-3.801487672e-01,3.661742489e-01,-1.665334537e-16,-1.713119054e-01,-1.713119054e-01,-1.665334537e-16,-4.272799691e-01,4.272799691e-01,0.000000000e+00,False,False
J5_A153_B160,157,152,1,5.584210526e+01,1.000000000e+01,1.300000000e+00,B,F,2.062411441e+00,7.636991934e-01,-4.364537099e-01,6.269455507e-02,2.700000000e-02,-1.664537099e-01,-7.133098607e-03,-3.808922534e-01,3.737591548e-01,-4.440892099e-16,-1.735868085e-01,-1.735868085e-01,-4.163336342e-16,-4.364537099e-01,4.364537099e-01,0.000000000e+00,False,False
J5_A153_B160,158,151,1,5.621052632e+01,9.934210526e+00,1.300000000e+00,B,F,2.065197017e+00,7.632869899e-01,-4.347163936e-01,6.249462487e-02,2.717302812e-02,-1.647738117e-01,-6.385229658e-03,-3.786069984e-01,3.722217688e-01,-1.110223025e-16,-1.711590413e-01,-1.711590413e-01,-1.110223025e-16,-4.347163936e-01,4.347163936e-01,0.000000000e+00,False,False
J5_A153_B160,158,152,1,5.621052632e+01,1.000000000e+01,1.300000000e+00,B,F,2.065755003e+00,7.632045139e-01,-4.442260246e-01,6.415627855e-02,2.700000000e-02,-1.742260246e-01,8.136253616e-04,-3.792561207e-01,3.800697460e-01,5.551115123e-17,-1.734123992e-01,-1.734123992e-01,5.551115123e-17,-4.442260246e-01,4.442260246e-01,0.000000000e+00,False,True
J5_A153_B160,159,146,0,5.657894737e+01,9.605263158e+00,8.000000000e-01,B,B,2.058571494e+00,6.935462066e-01,-3.641035047e-01,5.021230051e-02,2.791212418e-02,-9.600020672e-02,-4.243846588e-01,-7.382758630e-01,3.138912042e-01,1.665334537e-16,-5.203848655e-01,-5.203848655e-01,1.110223025e-16,-3.641035047e-01,3.641035047e-01,0.000000000e+00,True,False
J5_A153_B160,159,146,1,5.657894737e+01,9.605263158e+00,1.300000000e+00,B,B,2.064704023e+00,7.633598855e-01,-3.645435957e-01,5.028969454e-02,2.791212418e-02,-9.644029773e-02,-5.825323742e-02,-3.725071386e-01,3.142539012e-01,-1.665334537e-16,-1.546935351e-01,-1.546935351e-01,-1.665334537e-16,-3.645435957e-01,3.645435957e-01,0.000000000e+00,True,False
J5_A153_B160,159,148,0,5.657894737e+01,9.736842105e+00,8.000000000e-01,B,B,2.059727074e+00,6.933905388e-01,-3.994584758e-01,5.633381733e-02,2.764014998e-02,-1.303306996e-01,-3.964126390e-01,-7.395372974e-01,3.431246584e-01,-2.220446049e-16,-5.267433386e-01,-5.267433386e-01,-2.220446049e-16,-3.994584758e-01,3.994584758e-01,0.000000000e+00,True,False
J5_A153_B160,159,148,1,5.657894737e+01,9.736842105e+00,1.300000000e+00,B,B,2.065685935e+00,7.632147212e-01,-4.000964339e-01,5.645000000e-02,2.764014998e-02,-1.309686578e-01,-3.000302364e-02,-3.736494576e-01,3.436464339e-01,0.000000000e+00,-1.609716814e-01,-1.609716814e-01,0.000000000e+00,-4.000964339e-01,4.000964339e-01,0.000000000e+00,True,False
J5_A153_B160,159,150,0,5.657894737e+01,9.868421053e+00,8.000000000e-01,B,B,2.060867762e+00,6.932369970e-01,-4.327518408e-01,6.225229852e-02,2.733712798e-02,-1.629775515e-01,-3.702828514e-01,-7.407823936e-01,3.704995422e-01,5.551115123e-17,-5.332604029e-01,-5.332604029e-01,1.110223025e-16,-4.327518408e-01,4.327518408e-01,0.000000000e+00,True,False
J5_A153_B160,159,150,1,5.657894737e+01,9.868421053e+00,1.300000000e+00,B,B,2.066655180e+00,7.630715243e-01,-4.337075750e-01,6.243178658e-02,2.733712798e-02,-1.639332858e-01,-3.501146757e-03,-3.747769352e-01,3.712757884e-01,0.000000000e+00,-1.674344325e-01,-1.674344325e-01,-2.775557562e-17,-4.337075750e-01,4.337075750e-01,0.000000000e+00,True,False
J5_A153_B160,159,151,1,5.657894737e+01,9.934210526e+00,1.300000000e+00,B,B,2.067141566e+00,7.629997008e-01,-4.478107918e-01,6.496733402e-02,2.717302812e-02,-1.778682098e-01,7.500771578e-03,-3.753426862e-01,3.828434578e-01,-5.551115123e-17,-1.703674383e-01,-1.703674383e-01,-5.551115123e-17,-4.478107918e-01,4.478107918e-01,0.000000000e+00,True,True
J5_A153_B160,159,152,0,5.657894737e+01,1.000000000e+01,8.000000000e-01,B,B,2.062014639e+00,6.930827419e-01,-4.560377816e-01,6.640082399e-02,2.700000000e-02,-1.860377816e-01,-3.523972065e-01,-7.420341641e-01,3.896369576e-01,5.551115123e-17,-5.384349881e-01,-5.384349881e-01,0.000000000e+00,-4.560377816e-01,4.560377816e-01,0.000000000e+00,True,False
J5_A153_B160,159,152,1,5.657894737e+01,1.000000000e+01,1.300000000e+00,B,B,2.067631947e+00,7.629273113e-01,-4.575122934e-01,6.668297921e-02,2.700000000e-02,-1.875122934e-01,1.491625647e-02,-3.759130577e-01,3.908293142e-01,0.000000000e+00,-1.725960369e-01,-1.725960369e-01,0.000000000e+00,-4.575122934e-01,4.575122934e-01,0.000000000e+00,True,True
