r_a,r_b,L,finite,hjb_converged,hjb_statistic,kfe_mass_error,kfe_min_mass,R1,R2,R3,R1_norm,R2_norm,R3_norm,resid_inf_norm,A_hh,B_hh,L_hh,K,w,Y,T,R_resource_structural,W_taper,R_resource_faithful,R_wealth_chain,R_wealth_direct
0.015,0.08125000000000003,0.2,1,1,1.1093788998550735e-08,2.220446049250313e-16,-2.1722299295319367e-15,-6.194894528375364,3.7817267852519123,0.6982315939558801,-1.0000000000000044,3.7817267852519123,3.4911579697794,3.7817267852519123,-2.750665490050691e-14,4.781726785251912,0.8982315939558801,6.194894528375336,2.202629165644564,0.6883216142639261,-0.015171125030663118,-1.521595365614544,-1.190086214340633e-18,-1.521595365614544,-1.6145187835401744,9.418443249070735e-17
0.015,0.08125000000000003,0.55,1,1,1.0308369269296236e-08,1.1102230246251565e-16,-6.399142987189608e-16,-17.035959953032187,3.8039619452918094,0.3331247036683088,-1.0000000000000007,3.8039619452918094,0.6056812793969251,3.8039619452918094,-1.0123288259228529e-14,4.803961945291809,0.8831247036683089,17.035959953032176,2.202629165644564,1.8928844392257973,0.10046690616567648,-0.6772201686415183,-4.5268743780819865e-19,-0.6772201686415183,-0.9327595679370013,2.8256142719456205e-17
0.015,0.08125000000000003,0.8999999999999999,1,1,1.3203493409719158e-08,1.1102230246251565e-16,-4.5005959251934624e-30,-27.877025377688337,3.8264289789231913,-0.03131501936736791,-0.9999999999999759,3.8264289789231913,-0.03479446596374213,3.8264289789231913,6.719310856031345e-13,4.826428978923191,0.868684980632632,27.87702537768901,2.202629165644564,3.097447264187668,0.21610493736201603,0.16588709486191236,3.071926239179666e-17,0.16588709486191233,-0.25226828580341315,9.445353086925524e-16
0.015,0.08125000000000003,1.2499999999999998,1,1,1.83538197973121e-08,2.220446049250313e-16,-1.3907643455065753e-15,-38.71809080234587,3.8467575297189205,-0.39509477469930243,-1.0000000000000007,3.8467575297189205,-0.316075819759442,3.8467575297189205,-2.865464455779034e-14,4.8467575297189205,0.8549052253006973,38.71809080234584,2.202629165644564,4.302010089149538,0.33174296855835556,1.0079324956000086,-1.321135387217215e-18,1.0079324956000086,0.4271611335648203,-8.207500545618715e-17
0.015,0.08125000000000003,1.5999999999999999,1,1,1.2205369159801194e-08,1.1102230246251565e-16,-5.2895984151136395e-15,-49.55915622700279,3.8638690036141288,-0.7582410974026478,-1.0000000000000022,3.8638690036141288,-0.4739006858766549,3.8638690036141288,-1.0400778526263494e-13,4.863869003614129,0.8417589025973521,49.55915622700268,2.202629165644564,5.506572914111409,0.44738099975469514,1.8490533492313943,-4.7286716145811345e-18,1.8490533492313943,1.1056660058263523,-4.64194702989915e-16
0.015,0.08125000000000003,1.95,1,1,6.831719190358854e-09,1.1102230246251565e-16,-3.6518112837484503e-31,-60.400221651659486,3.8836472791882652,-1.1208683250108928,-0.9999999999999993,3.8836472791882652,-0.5748042692363553,3.8836472791882652,4.4870277446441866e-14,4.883647279188265,0.8291316749891071,60.40022165165953,2.202629165644564,6.7111357390732795,0.5630190309510348,2.688985657329583,2.0034474033494525e-18,2.688985657329583,1.7829823325546912,2.8793526504302133e-16
0.015,0.08125000000000003,2.3,1,1,7.762352538520645e-08,2.220446049250313e-16,-1.3931938312022687e-14,-71.24128707631662,3.9067998141440805,-1.4830150869387508,-1.0000000000000038,3.9067998141440805,-0.6447891682342396,3.9067998141440805,-2.661178875700292e-13,4.9067998141440805,0.816984913061249,71.24128707631635,2.202629165644564,7.915698564035151,0.6786570621473743,3.5277442622904123,-1.1720440730060639e-17,3.5277442622904123,2.4591249561456627,-1.9402098209639782e-15
0.015,0.08125000000000003,2.65,1,1,2.8864061363265137e-08,1.1102230246251565e-16,-1.3138832311972929e-14,-82.08235250097346,3.91542372551584,-1.8444864101326335,-1.000000000000003,3.91542372551584,-0.6960326075972202,3.91542372551584,-2.542192651571995e-13,4.91542372551584,0.8055135898673665,82.0823525009732,2.202629165644564,9.120261388997022,0.794295093343714,4.36641873802064,-1.1198852477290082e-17,4.36641873802064,3.1351834505060374,-2.1940638125764573e-15
0.015,0.08125000000000003,3.0,1,1,4.937328057508239e-08,1.1102230246251565e-16,-5.278787647119895e-15,-92.92341792563015,3.9256228842171765,-2.2055209669461995,-1.000000000000001,3.9256228842171765,-0.7351736556487332,3.9256228842171765,-1.0250344251611079e-13,4.9256228842171765,0.7944790330538006,92.92341792563005,2.202629165644564,10.324824213958891,0.9099331245400536,5.2041474956926566,-4.555054305711214e-18,5.2041474956926566,3.810296226808207,-1.015515684455524e-15
0.015,0.1,0.2,1,1,5.496066179944137e-08,1.1102230246251565e-16,-1.2364471512121042e-14,-6.194894528375568,3.9187918418348673,0.6867124518117276,-1.0000000000000375,3.9187918418348673,3.433562259058638,3.9187918418348673,-2.3200944749398356e-13,4.918791841834867,0.8867124518117275,6.194894528375336,2.202629165644564,0.6883216142639261,-0.033921125030663093,-1.5846427098138836,-1.466361154567105e-17,-1.5846427098138836,-1.677566127739517,-2.06301486102184e-15
0.015,0.1,0.55,1,1,6.325150536667934e-08,2.220446049250313e-16,-2.1265145618489553e-14,-17.035959953032567,3.9300709988260625,0.3222132885178024,-1.0000000000000229,3.9300709988260625,0.5858423427596406,3.9300709988260625,-3.904988656943971e-13,4.9300709988260625,0.8722132885178024,17.035959953032176,2.202629165644564,1.8928844392257973,0.0817169061656765,-0.7407266294075461,-2.5224948515679052e-17,-0.7407266294075461,-0.9962660287030348,-4.11154280501128e-15
0.015,0.1,0.8999999999999999,1,1,5.8622262599783426e-09,4.440892098500626e-16,-1.648676689214057e-30,-27.877025377688856,3.944784602348834,-0.04170567739970066,-0.9999999999999946,3.944784602348834,-0.04633964155522296,3.944784602348834,1.5424444361067108e-13,4.944784602348834,0.8582943226002993,27.87702537768901,2.202629165644564,3.097447264187668,0.19735493736201606,0.10175974063196355,1.0115971029652155e-17,0.10175974063196354,-0.3163956400333697,1.8640046007924726e-15
0.015,0.1,1.2499999999999998,1,1,4.543029064052462e-09,2.220446049250313e-16,-7.490066888928941e-30,-38.71809080234512,3.9649300895248842,-0.40511008995384545,-0.9999999999999812,3.9649300895248842,-0.32408807196307643,3.9649300895248842,7.282371768826069e-13,4.964930089524884,0.8448899100461543,38.71809080234584,2.202629165644564,4.302010089149538,0.31299296855835557,0.9427395575975452,4.845951024718757e-17,0.9427395575975452,0.36196819556236853,9.880678847277798e-15
0.015,0.1,1.5999999999999999,1,1,7.702748661131409e-09,2.220446049250313e-16,-1.6592976825726984e-14,-49.55915622700297,3.9946505892303446,-0.7680934382939609,-1.0000000000000058,3.9946505892303446,-0.4800583989337256,3.9946505892303446,-2.889227627119293e-13,4.9946505892303446,0.8319065617060389,49.55915622700268,2.202629165644564,5.506572914111409,0.4286309997546952,1.7819735422395235,-1.9503855889869092e-17,1.7819735422395235,1.038586198834479,-4.347652875895188e-15
0.015,0.1,1.95,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.015,0.1,2.3,1,1,2.1356417079232415e-08,1.1102230246251565e-16,-6.171614499227371e-30,-71.24128707631577,3.999999999999962,-1.4916518982942963,-0.9999999999999918,3.999999999999962,-0.6485443036062158,3.999999999999962,5.870545732858033e-13,4.999999999999962,0.8083481017057034,71.24128707631635,2.202629165644564,7.915698564035151,0.6599070621473744,3.461341885891032,3.956782335920331e-17,3.461341885891032,2.392722579746296,9.369773202518088e-15
0.015,0.1,2.65,1,1,1.4438462869748037e-08,1.1102230246251565e-16,-1.5315201399540805e-27,-82.0823525008285,3.9999999999908713,-1.852684912116764,-0.9999999999982372,3.9999999999908713,-0.6991263819308543,3.9999999999908713,1.4469082631318918e-10,4.999999999990871,0.797315087883236,82.0823525009732,2.202629165644564,9.120261388997022,0.775545093343714,4.299896436367011,9.624284861410577e-15,4.299896436367002,3.0686611488545728,2.3439450446032074e-12
0.015,0.1,3.0,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.05,0.2,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.05,0.55,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.05,0.8999999999999999,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.05,1.2499999999999998,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.05,1.5999999999999999,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.05,1.95,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.05,2.3,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.05,2.65,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.05,3.0,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.03125,0.2,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.03125,0.55,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.03125,0.8999999999999999,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.03125,1.2499999999999998,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.03125,1.5999999999999999,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.03125,1.95,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.03125,2.3,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.03125,2.65,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.03125,3.0,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.012499999999999997,0.2,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.012499999999999997,0.55,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.012499999999999997,0.8999999999999999,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.012499999999999997,1.2499999999999998,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.012499999999999997,1.5999999999999999,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.012499999999999997,1.95,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.012499999999999997,2.3,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.012499999999999997,2.65,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,-0.012499999999999997,3.0,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,0.0062500000000000056,0.2,1,1,8.28325212864911e-08,1.1102230246251565e-16,-6.004660829539164e-19,4.8587365001642,-0.896416236989941,0.722127415527557,1.2899931263400104,-0.896416236989941,3.6106370776377847,3.6106370776377847,8.625218972787513,0.10358376301005903,0.9221274155275571,3.766482472623313,1.8413914310602864,0.5754348222063395,0.048991742931808586,-1.240263416101072,0.010574790323598376,-1.2508382064246704,-1.1050761114197443,0.01480610277302084
0.03,0.0062500000000000056,0.55,1,1,4.103632988972095e-09,1.1102230246251565e-16,0.0,-1.7114401672162565,-0.9363879711094443,0.356903952457005,-0.1652315876978648,-0.9363879711094443,0.6489162771945545,0.9363879711094443,8.646386632497855,0.06361202889055578,0.9069039524570051,10.357826799714111,1.8413914310602864,1.5824457610674338,0.14566479306247362,-0.4726030803689864,0.010692280886533597,-0.48329536125552003,-0.5346385662720078,0.013214662104157905
0.03,0.0062500000000000056,0.8999999999999999,1,1,6.890440573670276e-08,2.220446049250313e-16,-0.0,-8.282455716108087,-0.9753536930484278,-0.007607696695330013,-0.48866435143896125,-0.9753536930484278,-0.00845299632814446,0.9753536930484278,8.666715410696819,0.024646306951572175,0.8923923033046699,16.949171126804906,1.8413914310602864,2.589456699928528,0.24233784319313864,0.29404355197550996,0.010807793709780938,0.283235758265729,0.03476208678248588,0.011705817684701237
0.03,0.0062500000000000056,1.2499999999999998,1,1,6.036636790440753e-08,1.1102230246251565e-16,-6.1821248331325375e-18,-14.854014344891592,-1.0135436026730955,-0.37144251516777405,-0.6309978374935462,-1.0135436026730955,-0.29715401213421927,1.0135436026730955,8.686501109004109,-0.013543602673095415,0.8785574848322257,23.5405154538957,1.8413914310602864,3.596467638789621,0.33901089332380363,1.059783665502899,0.01092225321084031,1.0488614122920585,0.6032409819453108,0.010339099553313993
0.03,0.0062500000000000056,1.5999999999999999,0,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03,0.0062500000000000056,1.95,1,1,4.380317619734342e-08,2.220446049250313e-16,-1.7759111822944185e-17,-27.998924464049363,-1.0862110459018022,-1.097272803995916,-0.762431414798334,-1.0862110459018022,-0.5627040020491878,1.0862110459018022,8.724279644027934,-0.08621104590180208,0.8527271960040839,36.7232041080773,1.8413914310602864,5.61048951651181,0.5323569935851338,2.5887839981404537,0.011147515301024077,2.57763648283943,1.7376687489179485,0.00798250606905344
0.03,0.0062500000000000056,2.3,1,1,3.91757772888468e-08,2.220446049250313e-16,-5.087159545577179e-18,-34.57197405011153,-1.1210385098353879,-1.45933190294447,-0.7981607865970902,-1.1210385098353879,-0.634492131714987,1.1210385098353879,8.742574385056564,-0.12103850983538789,0.8406680970555299,43.31454843516809,1.8413914310602864,6.6175004553729035,0.6290300437157987,3.352145008808216,0.011260812737902862,3.3408841960703133,2.3037249745669666,0.006997093644068971
0.03,0.0062500000000000056,2.65,1,1,3.528275982489504e-08,1.1102230246251565e-16,-0.0,-41.14564760509374,-1.154689738443908,-1.8208792662677529,-0.8244647140389392,-1.154689738443908,-0.6871242514217936,1.154689738443908,8.76024515716515,-0.15468973844390804,0.8291207337322472,49.905892762258894,1.8413914310602864,7.6245113942339975,0.7257030938464638,4.114828289222131,0.01137145127050096,4.10345683795163,2.8690874097988175,0.0061276384597324755
0.03,0.0062500000000000056,3.0,1,1,3.3804493426714544e-08,2.220446049250313e-16,-4.135579766369788e-17,-47.71954349370504,-1.188074164290456,-2.181930573170118,-0.8446349937119431,-1.188074164290456,-0.727310191056706,1.188074164290456,8.777693595644656,-0.18807416429045593,0.8180694268298823,56.497237089349696,1.8413914310602864,8.631522333095091,0.8223761439771289,4.876844984679936,0.011486222425933777,4.865358762254003,3.4337724574428528,0.005358583177578905
0.03,0.02500000000000001,0.2,1,1,3.814551874370409e-08,1.1102230246251565e-16,-0.0,4.758869514302372,2.0122856858995046,0.7265247951098048,1.2634784706665243,2.0122856858995046,3.632623975549024,3.632623975549024,8.525351986925685,3.0122856858995046,0.9265247951098049,3.766482472623313,1.8413914310602864,0.5754348222063395,0.030241742931808584,-1.2392862294249989,0.007939116604503051,-1.247225346029502,-1.1044592606004309,0.08285692993932083
0.03,0.02500000000000001,0.55,1,1,3.1495094532374424e-08,1.1102230246251565e-16,-0.0,-1.836793638498193,2.044134075263488,0.36089440414051677,-0.17733388229168795,2.044134075263488,0.6561716438918486,2.044134075263488,8.521033161215918,3.044134075263488,0.9108944041405168,10.357826799714111,1.8413914310602864,1.5824457610674338,0.1269147930624736,-0.4687545164768717,0.007804084896183432,-0.47655860137305517,-0.5316624105280012,0.08418890299528356
0.03,0.02500000000000001,0.8999999999999999,1,1,2.599836435024372e-08,1.1102230246251565e-16,-0.0,-8.432518907907712,2.076359795199795,-0.004075878384894427,-0.4975180700472005,2.076359795199795,-0.004528753760993808,2.076359795199795,8.516652218897194,3.076359795199795,0.8959241216151055,16.949171126804906,1.8413914310602864,2.589456699928528,0.22358784319313862,0.30084068852908097,0.007681612253139725,0.29315907627594123,0.04018350903870918,0.08561135870352793
0.03,0.02500000000000001,1.2499999999999998,1,1,2.1353990575789794e-08,1.1102230246251565e-16,-0.0,-15.028220711111555,2.1089435715494202,-0.3684233119495194,-0.638398115816302,2.1089435715494202,-0.29473864955961554,2.1089435715494202,8.512294742784146,3.1089435715494202,0.8815766880504804,23.5405154538957,1.8413914310602864,3.596467638789621,0.3202608933238036,1.0695400144402245,0.007570957912051458,1.061969056528173,0.6111224351948259,0.08710935240188514
0.03,0.02500000000000001,1.5999999999999999,1,1,1.740312427500612e-08,2.220446049250313e-16,-0.0,-21.623864006588875,2.1418145708377914,-0.7321826447364849,-0.7176411998383766,2.1418145708377914,-0.45761415296030306,2.1418145708377914,8.507995774397624,3.1418145708377914,0.867817355263515,30.1318597809865,1.8413914310602864,4.603478577650716,0.41693394345446866,1.8373866534938257,0.0074712393897121985,1.8299154141041134,1.1811994939064467,0.08867178763169199
0.03,0.02500000000000001,1.95,1,1,1.5024490096493537e-08,2.220446049250313e-16,-0.0,-28.21951073022805,2.174930459312682,-1.095386411546309,-0.7684381419218577,2.174930459312682,-0.5617366213057995,2.174930459312682,8.503693377849249,3.174930459312682,0.8546135884536908,36.7232041080773,1.8413914310602864,5.61048951651181,0.5136069935851337,2.604419603207235,0.00738121355652449,2.5970383896507103,1.7504530677438683,0.0902850424030907
0.03,0.02500000000000001,2.3,1,1,1.3155730727021364e-08,1.1102230246251565e-16,-0.0,-34.81661280366812,2.206277670036093,-1.4580804321388476,-0.8038087446711023,2.206277670036093,-0.633948013973412,2.206277670036093,8.49793563149997,3.206277670036093,0.8419195678611523,43.31454843516809,1.8413914310602864,6.6175004553729035,0.6102800437157987,3.3708588398256802,0.007286170531734618,3.3635726692939456,2.3190742851839015,0.09201810405814795
0.03,0.02500000000000001,2.65,1,1,1.1605830962935215e-08,6.661338147750939e-16,-0.0,-41.41431880937747,2.2373590375768986,-1.8202874638471023,-0.8298482707576541,2.2373590375768986,-0.6869009297536235,2.2373590375768986,8.491573952881424,3.2373590375768986,0.8297125361528976,49.905892762258894,1.8413914310602864,7.6245113942339975,0.7069530938464638,4.136592460500952,0.007191568019985542,4.129400892480967,2.886971328199643,0.09378124778628558
0.03,0.02500000000000001,3.0,1,1,1.0237382497280123e-08,1.1102230246251565e-16,-0.0,-48.01211582225059,2.268629888387938,-2.1820299280407447,-0.849813518249043,2.268629888387938,-0.7273433093469149,2.268629888387938,8.485121267099107,3.268629888387938,0.8179700719592554,56.497237089349696,1.8413914310602864,8.631522333095091,0.8036261439771288,4.901611502016579,0.007102448281586594,4.894509053734993,3.4541455790674767,0.0955522233008014
0.03,0.04375000000000001,0.2,1,1,2.3636580692709686e-08,1.1102230246251565e-16,-8.81881907898366e-17,4.377034661698865,3.4068517953882864,0.7135317147305591,1.1621014284583433,3.4068517953882864,3.5676585736527953,3.5676585736527953,8.143517134322177,4.406851795388286,0.9135317147305592,3.766482472623313,1.8413914310602864,0.5754348222063395,0.011491742931808581,-1.2745403423799366,0.006063981461289927,-1.2806043238412266,-1.1492932839902608,0.1165639895583866
0.03,0.04375000000000001,0.55,1,1,2.0123518851278277e-08,1.1102230246251565e-16,-5.618479057376099e-17,-2.2213648644023056,3.4312881870966025,0.3486190013859488,-0.214462445390921,3.4312881870966025,0.6338527297926342,3.4312881870966025,8.136461935311806,4.4312881870966025,0.8986190013859489,10.357826799714111,1.8413914310602864,1.5824457610674338,0.10816479306247362,-0.5035133953120969,0.005926783227659457,-0.5094401785397564,-0.5760811244718258,0.11969016929199856
0.03,0.04375000000000001,0.8999999999999999,1,1,1.6151407322695377e-08,1.1102230246251565e-16,-6.244386455092406e-18,-8.816722820626378,3.4558086197085274,-0.015720116802791617,-0.5201860760425528,3.4558086197085274,-0.017466796447546243,3.4558086197085274,8.132448306178528,4.455808619708527,0.8842798831972083,16.949171126804906,1.8413914310602864,2.589456699928528,0.20483784319313864,0.26636474842336716,0.0058198459011889175,0.26054490252217827,-0.003956782096613792,0.12262998989609593
0.03,0.04375000000000001,1.2499999999999998,1,1,5.552919901674613e-09,1.1102230246251565e-16,-5.587056631423069e-17,-15.41666103693088,3.4745003208107867,-0.37916831466441925,-0.6548990427641459,3.4745003208107867,-0.30333465173153545,3.4745003208107867,8.123854416964821,4.474500320810787,0.8708316853355805,23.5405154538957,1.8413914310602864,3.596467638789621,0.3015108933238036,1.0360777523214832,0.005696411554366154,1.0303813407671172,0.5678815096591908,0.12642320597492532
0.03,0.04375000000000001,1.5999999999999999,1,1,5.486599263804237e-08,1.1102230246251565e-16,-4.0913105991011194e-17,-22.028519086106627,3.483616012383232,-0.7419180001870685,-0.7310706755647004,3.483616012383232,-0.46369875011691786,3.483616012383232,8.103340694879872,4.483616012383232,0.8580819998129313,30.1318597809865,1.8413914310602864,4.603478577650716,0.39818394345446867,1.8065815602481314,0.00549762722165936,1.801083933026472,1.1402283604432732,0.13139933010526517
0.03,0.04375000000000001,1.95,1,1,3.823768679467321e-08,1.1102230246251565e-16,-7.161075202940672e-17,-28.6403599472384,3.4933909007437034,-1.104433555212402,-0.7798981772654999,3.4933909007437034,-0.5663761821602062,3.4933909007437034,8.082844160838897,4.493390900743703,0.8455664447875979,36.7232041080773,1.8413914310602864,5.61048951651181,0.49485699358513374,2.57615677912846,0.005294007025767791,2.5708627721026924,1.7116519736855402,0.13584751356104766
0.03,0.04375000000000001,2.3,1,1,2.8072570046333567e-08,1.1102230246251565e-16,-9.67805163019681e-17,-35.24737500507768,3.504886653729997,-1.4665360710677797,-0.8137537219817699,3.504886653729997,-0.6376243787251217,3.504886653729997,8.067173430090413,4.504886653729997,0.8334639289322201,43.31454843516809,1.8413914310602864,6.6175004553729035,0.5915300437157986,3.3445152158958025,0.005129391813772278,3.33938582408203,2.2819645739296996,0.1399064536161131
0.03,0.04375000000000001,2.65,1,1,5.6958164407205913e-08,1.1102230246251565e-16,-6.577015877367909e-17,-41.85071464714481,3.517737569936026,-1.8282264339257472,-0.8385926456924186,3.517737569936026,-0.68989676751915,3.517737569936026,8.055178115114078,4.517737569936026,0.8217735660742526,49.905892762258894,1.8413914310602864,7.6245113942339975,0.6882030938464638,4.111795982844726,0.004994319041734415,4.106801663802992,2.8512802243886477,0.1436728270248889
0.03,0.04375000000000001,3.0,1,1,7.670055879316351e-08,2.220446049250313e-16,-9.712818493243827e-17,-48.451300487670196,3.5314951646988,-2.189510773796175,-0.8575870783034054,3.5314951646988,-0.729836924598725,3.5314951646988,8.045936601679498,4.5314951646988,0.8104892262038249,56.497237089349696,1.8413914310602864,8.631522333095091,0.7848761439771288,4.878111528225426,0.0048825293615463155,4.87322899886388,3.4196899842337745,0.14720847716926172
0.03,0.06250000000000001,0.2,1,1,4.495515071312184e-08,1.1102230246251565e-16,-1.0374984090341027e-19,4.090356963403966,3.655274080666369,0.7120241894972437,1.0859885830173739,3.655274080666369,3.5601209474862183,3.655274080666369,7.856839436027279,4.655274080666369,0.9120241894972437,3.766482472623313,1.8413914310602864,0.5754348222063395,-0.007258257068191422,-1.3075818307718097,0.004485085990456894,-1.3120669167622665,-1.1893562078601476,0.15354637724218992
0.03,0.06250000000000001,0.55,1,1,4.0304996673512505e-08,2.220446049250313e-16,-8.796001304422164e-17,-2.5211568175944983,3.655503065125007,0.34854038565222034,-0.24340596404489842,3.655503065125007,0.633709792094946,3.655503065125007,7.836669982119613,4.655503065125007,0.8985403856522204,10.357826799714111,1.8413914310602864,1.5824457610674338,0.08941479306247362,-0.5339184112926136,0.004362891248099977,-0.5382813025407136,-0.6139160070685488,0.16008232209244336
0.03,0.06250000000000001,0.8999999999999999,1,1,3.864466080472084e-08,2.220446049250313e-16,-5.410836086901959e-17,-9.134856291773438,3.649008809020067,-0.014136572535570213,-0.5389559302594317,3.649008809020067,-0.015707302817300237,3.649008809020067,7.814314835031468,4.649008809020067,0.8858634274644297,16.949171126804906,1.8413914310602864,2.589456699928528,0.18608784319313865,0.24012595205450404,0.004238875660629761,0.2358870763938743,-0.0381586123593293,0.16777811920259747
0.03,0.06250000000000001,1.2499999999999998,1,1,3.494530531611417e-08,2.220446049250313e-16,-1.7825399564431832e-16,-15.741803294597942,3.646116440355006,-0.3765227859451856,-0.6687110707252097,3.646116440355006,-0.30121822875614856,3.646116440355006,7.798712159297759,4.646116440355006,0.8734772140548142,23.5405154538957,1.8413914310602864,3.596467638789621,0.2827608933238036,1.0126781664179456,0.004145770736760358,1.0085323956811854,0.536278296843247,0.17483361747278559
0.03,0.06250000000000001,1.5999999999999999,1,1,1.5561290922505577e-08,1.1102230246251565e-16,-6.173969040523758e-17,-22.348265759372225,3.644664318717359,-0.7387491300251666,-0.7416822566483002,3.644664318717359,-0.4617182062657292,3.644664318717359,7.783594021614274,4.644664318717359,0.8612508699748332,30.1318597809865,1.8413914310602864,4.603478577650716,0.3794339434544687,1.784358467094168,0.004034631174311066,1.7803238359198568,1.10987586313869,0.18139001298667917
0.03,0.06250000000000001,1.95,1,1,5.166807426348896e-09,1.1102230246251565e-16,-6.468567603631567e-17,-28.951294481878282,3.644760844119306,-1.10059082328402,-0.7883651545402712,3.644760844119306,-0.5644055504020615,3.644760844119306,7.771909626199014,4.644760844119306,0.8494091767159799,36.7232041080773,1.8413914310602864,5.61048951651181,0.47610699358513375,2.554953752487827,0.003941154754810543,2.5510125977330165,1.682473763276668,0.1876455816001614
0.03,0.06250000000000001,2.3,1,1,2.9070147178344996e-08,1.1102230246251565e-16,-6.670939158823227e-17,-35.55145151419683,3.6459209835049746,-1.4620253713318403,-0.8207739154295737,3.6459209835049746,-0.6356632049268871,3.6459209835049746,7.763096920971262,4.645920983504975,0.8379746286681595,43.31454843516809,1.8413914310602864,6.6175004553729035,0.5727800437157987,3.3245644779656054,0.003864717583238514,3.3206997603823667,2.2541562149564616,0.19368943427681573
