r_a,r_b,L,finite_before,stage_before,old_transfer_foc_guard_failure_before,finite_after,stage_after,hjb_converged_after,hjb_iterations_after,hjb_statistic_after,hjb_exception_class_after,hjb_exception_message_after,kfe_reached_after,kfe_exception_class_after,kfe_exception_message_after,agg_reached_after,agg_finite_after,kfe_mass_error_after,hjb_warnings_after,kfe_warnings_after
0.045,-0.012499999999999997,1.2499999999999998,0,3,1,1,FULL_FINITE,1,156,1.1133835187138175e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.045,-0.012499999999999997,1.5999999999999999,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.22992578187867707,,,,,,,,,,
0.045,-0.012499999999999997,1.95,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.10201409989439147,,,,,,,,,,
0.045,-0.012499999999999997,2.3,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.008318801105055229,,,,,,,,,,
0.045,-0.012499999999999997,2.65,0,3,1,0,HJB_EXCEPTION,,,,ValueError,invalid source axis components,,,,,,,RuntimeWarning,
0.045,-0.012499999999999997,3.0,0,3,1,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,325,8.24144308353425e-10,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.045,0.0062500000000000056,0.2,0,3,1,1,FULL_FINITE,1,531,1.0127365612788708e-10,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.0062500000000000056,0.55,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.07475390615589461,,,,,,,,,,
0.045,0.0062500000000000056,0.8999999999999999,0,3,1,1,FULL_FINITE,1,40,7.9792314977567e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.0062500000000000056,1.2499999999999998,0,3,1,1,FULL_FINITE,1,75,5.610978348613571e-10,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.0062500000000000056,1.5999999999999999,0,3,1,1,FULL_FINITE,1,58,3.874625065236614e-09,,,1,,,1,1,2.220446049250313e-16,,
0.045,0.0062500000000000056,1.95,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.05321321224758435,,,,,,,,,,
0.045,0.0062500000000000056,2.3,0,3,1,1,FULL_FINITE,1,75,9.255884947378945e-11,,,1,,,1,1,2.220446049250313e-16,,
0.045,0.0062500000000000056,2.65,0,3,1,1,FULL_FINITE,1,88,2.195898218815273e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.0062500000000000056,3.0,0,3,1,1,FULL_FINITE,1,83,2.394145681705595e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.02500000000000001,0.2,1,FINITE,0,1,FULL_FINITE,1,11,1.2899658230480782e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.02500000000000001,0.55,1,FINITE,0,1,FULL_FINITE,1,11,9.83526149411773e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.02500000000000001,0.8999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,7.560782222526541e-09,,,1,,,1,1,2.220446049250313e-16,,
0.045,0.02500000000000001,1.2499999999999998,1,FINITE,0,1,FULL_FINITE,1,11,5.939423175504999e-09,,,1,,,1,1,2.220446049250313e-16,,
0.045,0.02500000000000001,1.5999999999999999,1,FINITE,0,1,FULL_FINITE,1,10,9.747389739800383e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.02500000000000001,1.95,1,FINITE,0,1,FULL_FINITE,1,10,7.007039215523037e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.02500000000000001,2.3,1,FINITE,0,1,FULL_FINITE,1,10,2.499842111092221e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.02500000000000001,2.65,1,FINITE,0,1,FULL_FINITE,1,10,9.836764292003863e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.02500000000000001,3.0,1,FINITE,0,1,FULL_FINITE,1,10,2.3068245980084612e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.04375000000000001,0.2,1,FINITE,0,1,FULL_FINITE,1,11,9.65527391372234e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.04375000000000001,0.55,1,FINITE,0,1,FULL_FINITE,1,11,8.092591485819867e-09,,,1,,,1,1,2.220446049250313e-16,,
0.045,0.04375000000000001,0.8999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,8.360551362329716e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.04375000000000001,1.2499999999999998,1,FINITE,0,1,FULL_FINITE,1,11,8.020734298952448e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.04375000000000001,1.5999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,6.215657322172774e-09,,,1,,,1,1,2.220446049250313e-16,,
0.045,0.04375000000000001,1.95,1,FINITE,0,1,FULL_FINITE,1,11,5.505206956968323e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.04375000000000001,2.3,1,FINITE,0,1,FULL_FINITE,1,11,5.019781923465416e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.04375000000000001,2.65,1,FINITE,0,1,FULL_FINITE,1,10,7.82236035945516e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.04375000000000001,3.0,1,FINITE,0,1,FULL_FINITE,1,10,6.970901011982278e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.06250000000000001,0.2,1,FINITE,0,1,FULL_FINITE,1,11,3.952828109277107e-08,,,1,,,1,1,2.220446049250313e-16,,
0.045,0.06250000000000001,0.55,1,FINITE,0,1,FULL_FINITE,1,11,3.1135080291733175e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.06250000000000001,0.8999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,2.455944425605594e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.06250000000000001,1.2499999999999998,1,FINITE,0,1,FULL_FINITE,1,11,1.9786178029335133e-08,,,1,,,1,1,2.220446049250313e-16,,
0.045,0.06250000000000001,1.5999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,2.8081764469334303e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.06250000000000001,1.95,1,FINITE,0,1,FULL_FINITE,1,11,2.3518726521842837e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.06250000000000001,2.3,1,FINITE,0,1,FULL_FINITE,1,11,1.802454718813351e-08,,,1,,,1,1,2.220446049250313e-16,,
0.045,0.06250000000000001,2.65,1,FINITE,0,1,FULL_FINITE,1,11,8.396241923946945e-09,,,1,,,1,1,2.220446049250313e-16,,
0.045,0.06250000000000001,3.0,1,FINITE,0,1,FULL_FINITE,1,10,9.04225210263121e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.08125000000000003,0.2,1,FINITE,0,1,FULL_FINITE,1,10,8.121757133494611e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.08125000000000003,0.55,1,FINITE,0,1,FULL_FINITE,1,11,7.649802569176245e-09,,,1,,,1,1,2.220446049250313e-16,,
0.045,0.08125000000000003,0.8999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,1.036726615666339e-08,,,1,,,1,1,2.220446049250313e-16,,
0.045,0.08125000000000003,1.2499999999999998,0,6,0,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,11,1.1654577747322037e-08,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.045,0.08125000000000003,1.5999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,1.149021500168601e-08,,,1,,,1,1,2.220446049250313e-16,,
0.045,0.08125000000000003,1.95,1,FINITE,0,1,FULL_FINITE,1,11,1.0713748110902088e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.08125000000000003,2.3,1,FINITE,0,1,FULL_FINITE,1,10,9.681909673986411e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.08125000000000003,2.65,1,FINITE,0,1,FULL_FINITE,1,10,2.1991667153997696e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.08125000000000003,3.0,1,FINITE,0,1,FULL_FINITE,1,10,1.8386046463092498e-08,,,1,,,1,1,2.220446049250313e-16,,
0.045,0.1,0.2,1,FINITE,0,1,FULL_FINITE,1,11,6.202760971518728e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.1,0.55,1,FINITE,0,1,FULL_FINITE,1,10,7.73748034532673e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.1,0.8999999999999999,0,6,0,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,11,5.639609668151024e-09,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.045,0.1,1.2499999999999998,1,FINITE,0,1,FULL_FINITE,1,11,6.023590515269461e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.1,1.5999999999999999,0,6,0,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,11,5.559765980933662e-09,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.045,0.1,1.95,0,6,0,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,10,7.266234547387285e-08,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.045,0.1,2.3,1,FINITE,0,1,FULL_FINITE,1,10,2.582675406870294e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.045,0.1,2.65,0,6,0,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,10,4.754781457450008e-09,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.045,0.1,3.0,1,FINITE,0,1,FULL_FINITE,1,10,2.1861168875147996e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.06,-0.05,0.2,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.04725313681703369,,,,,,,,,,
0.06,-0.05,0.55,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.13988115513614474,,,,,,,,,,
0.06,-0.05,0.8999999999999999,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.033049682016638826,,,,,,,,,,
0.06,-0.05,1.2499999999999998,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.13377791498493252,,,,,,,,,,
0.06,-0.05,1.5999999999999999,0,3,1,1,FULL_FINITE,1,421,6.731645285640298e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.06,-0.05,1.95,0,3,1,1,FULL_FINITE,1,235,2.0675408052284183e-09,,,1,,,1,1,2.220446049250313e-16,,
0.06,-0.05,2.3,0,3,1,1,FULL_FINITE,1,451,9.997621930324385e-08,,,1,,,1,1,2.220446049250313e-16,,
0.06,-0.05,2.65,0,3,1,1,FULL_FINITE,1,49,6.890221726507662e-11,,,1,,,1,1,2.220446049250313e-16,,
0.06,-0.05,3.0,0,3,1,1,FULL_FINITE,1,481,4.869424330422589e-08,,,1,,,1,1,2.220446049250313e-16,,
0.06,-0.03125,0.2,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.03046264771414897,,,,,,,,,,
0.06,-0.03125,0.55,0,3,1,1,FULL_FINITE,1,24,7.784350941619778e-10,,,1,,,1,1,1.1102230246251565e-16,,
0.06,-0.03125,0.8999999999999999,0,3,1,1,FULL_FINITE,1,22,9.394496203185554e-08,,,1,,,1,1,2.220446049250313e-16,,
0.06,-0.03125,1.2499999999999998,0,3,1,1,FULL_FINITE,1,60,2.549390032413612e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.06,-0.03125,1.5999999999999999,0,3,1,1,FULL_FINITE,1,29,3.333227027724206e-10,,,1,,,1,1,1.1102230246251565e-16,,
0.06,-0.03125,1.95,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.013922280433824596,,,,,,,,,,
0.06,-0.03125,2.3,0,3,1,1,FULL_FINITE,1,32,6.160039589531152e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.06,-0.03125,2.65,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.06327817424920568,,,,,,,,,,
0.06,-0.03125,3.0,0,3,1,1,FULL_FINITE,1,79,9.549410151521442e-10,,,1,,,1,1,1.1102230246251565e-16,,
0.06,-0.012499999999999997,0.2,0,3,1,1,FULL_FINITE,1,159,4.206412995699793e-11,,,1,,,1,1,1.1102230246251565e-16,,
0.06,-0.012499999999999997,0.55,0,3,1,1,FULL_FINITE,1,171,8.842081911097921e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.06,-0.012499999999999997,0.8999999999999999,0,3,1,1,FULL_FINITE,1,465,2.86024004481078e-09,,,1,,,1,1,2.220446049250313e-16,,
0.06,-0.012499999999999997,1.2499999999999998,0,3,1,1,FULL_FINITE,1,843,8.191950584546248e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.06,-0.012499999999999997,1.5999999999999999,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.0006775010728361508,,,,,,,,,,
0.06,-0.012499999999999997,1.95,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.03825866593795979,,,,,,,,,,
0.06,-0.012499999999999997,2.3,0,3,1,1,FULL_FINITE,1,171,3.1973748093605536e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.06,-0.012499999999999997,2.65,0,3,1,1,FULL_FINITE,1,468,2.5506352585580316e-10,,,1,,,1,1,2.220446049250313e-16,,
0.06,-0.012499999999999997,3.0,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.028622841249319464,,,,,,,,,,
0.06,0.0062500000000000056,0.2,0,3,1,1,FULL_FINITE,1,422,1.297220109108821e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.06,0.0062500000000000056,0.55,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.05873255246909537,,,,,,,,,,
0.06,0.0062500000000000056,0.8999999999999999,0,3,1,1,FULL_FINITE,1,325,4.397030650693523e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.06,0.0062500000000000056,1.2499999999999998,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.055906093018055714,,,,,,,,,,
0.06,0.0062500000000000056,1.5999999999999999,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,41.82144153099216,,,,,,,,,,
0.06,0.0062500000000000056,1.95,0,3,1,1,FULL_FINITE,1,637,3.523723535181489e-10,,,1,,,1,1,2.220446049250313e-16,,
0.06,0.0062500000000000056,2.3,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.05918683668006608,,,,,,,,,,
0.06,0.0062500000000000056,2.65,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,17.9416769991342,,,,,,,,,,
0.06,0.0062500000000000056,3.0,0,3,1,1,FULL_FINITE,1,75,1.1645155950645858e-09,,,1,,,1,1,2.220446049250313e-16,,
0.06,0.02500000000000001,0.2,1,FINITE,0,1,FULL_FINITE,1,12,9.131877476420414e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.06,0.02500000000000001,0.55,1,FINITE,0,1,FULL_FINITE,1,12,1.0750834888995087e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.06,0.02500000000000001,0.8999999999999999,1,FINITE,0,1,FULL_FINITE,1,12,7.540819524365361e-09,,,1,,,1,1,2.220446049250313e-16,,
0.06,0.02500000000000001,1.2499999999999998,1,FINITE,0,1,FULL_FINITE,1,11,6.124701101839491e-08,,,1,,,1,1,2.220446049250313e-16,,
0.06,0.02500000000000001,1.5999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,1.755494594135598e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.06,0.02500000000000001,1.95,1,FINITE,0,1,FULL_FINITE,1,12,2.6983929757307124e-08,,,1,,,1,1,2.220446049250313e-16,,
0.06,0.02500000000000001,2.3,1,FINITE,0,1,FULL_FINITE,1,14,5.07333801635923e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.06,0.02500000000000001,2.65,1,FINITE,0,1,FULL_FINITE,1,13,6.215890380190103e-08,,,1,,,1,1,2.220446049250313e-16,,
0.06,0.02500000000000001,3.0,1,FINITE,0,1,FULL_FINITE,1,12,8.309452681487528e-08,,,1,,,1,1,2.220446049250313e-16,,
0.06,0.04375000000000001,0.2,1,FINITE,0,1,FULL_FINITE,1,12,2.4253907326965418e-08,,,1,,,1,1,2.220446049250313e-16,,
0.06,0.04375000000000001,0.55,1,FINITE,0,1,FULL_FINITE,1,12,1.7831016663194532e-08,,,1,,,1,1,2.220446049250313e-16,,
0.06,0.04375000000000001,0.8999999999999999,1,FINITE,0,1,FULL_FINITE,1,12,3.261989078851002e-08,,,1,,,1,1,2.220446049250313e-16,,
0.06,0.04375000000000001,1.2499999999999998,1,FINITE,0,1,FULL_FINITE,1,12,7.1299730564078345e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.06,0.04375000000000001,1.5999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,6.25950491439653e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.06,0.04375000000000001,1.95,1,FINITE,0,1,FULL_FINITE,1,11,3.635848244698536e-08,,,1,,,1,1,2.220446049250313e-16,,
0.06,0.04375000000000001,2.3,1,FINITE,0,1,FULL_FINITE,1,11,2.2077983885537833e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.06,0.04375000000000001,2.65,1,FINITE,0,1,FULL_FINITE,1,11,1.0920235382627652e-08,,,1,,,1,1,2.220446049250313e-16,,
0.06,0.04375000000000001,3.0,1,FINITE,0,1,FULL_FINITE,1,11,6.639748306724869e-09,,,1,,,1,1,2.220446049250313e-16,,
0.06,0.06250000000000001,0.2,1,FINITE,0,1,FULL_FINITE,1,12,1.0521947757524686e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.06,0.06250000000000001,0.55,1,FINITE,0,1,FULL_FINITE,1,12,8.696222408843823e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.06,0.06250000000000001,0.8999999999999999,1,FINITE,0,1,FULL_FINITE,1,12,7.226105935842497e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.06,0.06250000000000001,1.2499999999999998,1,FINITE,0,1,FULL_FINITE,1,12,6.053820555962375e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.06,0.06250000000000001,1.5999999999999999,1,FINITE,0,1,FULL_FINITE,1,12,5.09269071358176e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.06,0.06250000000000001,1.95,1,FINITE,0,1,FULL_FINITE,1,11,9.055827376869274e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.06,0.06250000000000001,2.3,1,FINITE,0,1,FULL_FINITE,1,11,7.727655315648008e-08,,,1,,,1,1,2.220446049250313e-16,,
0.06,0.06250000000000001,2.65,1,FINITE,0,1,FULL_FINITE,1,11,6.662370211074631e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.06,0.06250000000000001,3.0,0,6,0,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,11,5.771003941390518e-08,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.06,0.08125000000000003,0.2,1,FINITE,0,1,FULL_FINITE,1,11,2.2252095277508488e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.06,0.08125000000000003,0.55,1,FINITE,0,1,FULL_FINITE,1,11,2.7329544849408194e-08,,,1,,,1,1,2.220446049250313e-16,,
0.06,0.08125000000000003,0.8999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,3.1325498639489524e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.06,0.08125000000000003,1.2499999999999998,1,FINITE,0,1,FULL_FINITE,1,11,2.82106711324559e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.06,0.08125000000000003,1.5999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,2.632451412409864e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.06,0.08125000000000003,1.95,1,FINITE,0,1,FULL_FINITE,1,11,2.4321739289234756e-08,,,1,,,1,1,2.220446049250313e-16,,
0.06,0.08125000000000003,2.3,1,FINITE,0,1,FULL_FINITE,1,11,1.9477340629237005e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.06,0.08125000000000003,2.65,1,FINITE,0,1,FULL_FINITE,1,11,1.5082093796081608e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.06,0.08125000000000003,3.0,1,FINITE,0,1,FULL_FINITE,1,11,1.3695391487544839e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.06,0.1,0.2,0,6,0,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,11,1.3237144713684756e-08,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.06,0.1,0.55,1,FINITE,0,1,FULL_FINITE,1,11,2.3236911061985666e-08,,,1,,,1,1,2.220446049250313e-16,,
0.06,0.1,0.8999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,2.316196656693137e-08,,,1,,,1,1,2.220446049250313e-16,,
0.06,0.1,1.2499999999999998,0,6,0,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,11,2.508691210323377e-08,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.06,0.1,1.5999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,2.6563991895045547e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.06,0.1,1.95,0,6,0,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,11,2.451632141742266e-08,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.06,0.1,2.3,0,6,0,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,11,2.195726622744587e-08,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.06,0.1,2.65,1,FINITE,0,1,FULL_FINITE,1,11,1.9674544660119864e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.06,0.1,3.0,1,FINITE,0,1,FULL_FINITE,1,11,1.7714107514166244e-08,,,1,,,1,1,2.220446049250313e-16,,
0.075,-0.05,0.2,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.03702227486366638,,,,,,,,,,
0.075,-0.05,0.55,0,3,1,1,FULL_FINITE,1,845,2.4645463447825477e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.075,-0.05,0.8999999999999999,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.08419446842643907,,,,,,,,,,
0.075,-0.05,1.2499999999999998,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.02007039885199191,,,,,,,,,,
0.075,-0.05,1.5999999999999999,0,3,1,1,FULL_FINITE,1,171,2.5353443788844743e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.075,-0.05,1.95,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.04424612457886923,,,,,,,,,,
0.075,-0.05,2.3,0,3,1,1,FULL_FINITE,1,306,1.1972645097557688e-08,,,1,,,1,1,2.220446049250313e-16,,
0.075,-0.05,2.65,0,3,1,1,FULL_FINITE,1,26,1.1748824135793257e-11,,,1,,,1,1,1.1102230246251565e-16,,
0.075,-0.05,3.0,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.012932549257953951,,,,,,,,,,
0.075,-0.03125,0.2,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.062397730879236946,,,,,,,,,,
0.075,-0.03125,0.55,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.17862937588887462,,,,,,,,,,
0.075,-0.03125,0.8999999999999999,0,3,1,1,FULL_FINITE,1,33,4.120444074828811e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.075,-0.03125,1.2499999999999998,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.01907120232382198,,,,,,,,,,
0.075,-0.03125,1.5999999999999999,0,3,1,1,FULL_FINITE,1,23,9.237055564881302e-12,,,1,,,1,1,2.220446049250313e-16,,
0.075,-0.03125,1.95,0,3,1,1,FULL_FINITE,1,27,4.3431569451968244e-10,,,1,,,1,1,1.1102230246251565e-16,,
0.075,-0.03125,2.3,0,3,1,1,FULL_FINITE,1,23,4.149498522565409e-10,,,1,,,1,1,2.220446049250313e-16,,
0.075,-0.03125,2.65,0,3,1,1,FULL_FINITE,1,23,7.58948459633757e-10,,,1,,,1,1,1.1102230246251565e-16,,
0.075,-0.03125,3.0,0,3,1,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,24,4.3528416426852345e-09,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.075,-0.012499999999999997,0.2,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.8215668812580041,,,,,,,,,,
0.075,-0.012499999999999997,0.55,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.07206233090182579,,,,,,,,,,
0.075,-0.012499999999999997,0.8999999999999999,0,3,1,1,FULL_FINITE,1,93,9.27769860936678e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.075,-0.012499999999999997,1.2499999999999998,0,3,1,1,FULL_FINITE,1,716,8.286100694476772e-10,,,1,,,1,1,1.1102230246251565e-16,,
0.075,-0.012499999999999997,1.5999999999999999,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.025502815270258772,,,,,,,,,,
0.075,-0.012499999999999997,1.95,0,3,1,1,FULL_FINITE,1,99,4.507697326516791e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.075,-0.012499999999999997,2.3,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.03594904860365533,,,,,,,,,,
0.075,-0.012499999999999997,2.65,0,3,1,1,FULL_FINITE,1,345,4.2013676093688446e-08,,,1,,,1,1,2.220446049250313e-16,,
0.075,-0.012499999999999997,3.0,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,3.221040754856034,,,,,,,,,,
0.075,0.0062500000000000056,0.2,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,1.6109732172176976,,,,,,,,,,
0.075,0.0062500000000000056,0.55,0,3,1,1,FULL_FINITE,1,263,8.185452315956354e-11,,,1,,,1,1,2.220446049250313e-16,,
0.075,0.0062500000000000056,0.8999999999999999,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,1.0714661488106287,,,,,,,,,,
0.075,0.0062500000000000056,1.2499999999999998,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,12.979126154920145,,,,,,,,,,
0.075,0.0062500000000000056,1.5999999999999999,0,3,1,1,FULL_FINITE,1,176,6.670601493397044e-08,,,1,,,1,1,2.220446049250313e-16,,
0.075,0.0062500000000000056,1.95,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,40.20770703638502,,,,,,,,,,
0.075,0.0062500000000000056,2.3,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.06403612653479485,,,,,,,,,,
0.075,0.0062500000000000056,2.65,0,3,1,1,FULL_FINITE,1,104,3.7580349498966825e-08,,,1,,,1,1,2.220446049250313e-16,,
0.075,0.0062500000000000056,3.0,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.1001333883486133,,,,,,,,,,
0.075,0.02500000000000001,0.2,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.2932249663200004,,,,,,,,,,
0.075,0.02500000000000001,0.55,0,3,1,1,FULL_FINITE,1,27,1.6580738559923702e-08,,,1,,,1,1,4.440892098500626e-16,,
0.075,0.02500000000000001,0.8999999999999999,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.2879500868411,,,,,,,,,,
0.075,0.02500000000000001,1.2499999999999998,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.18296593800599936,,,,,,,,,,
0.075,0.02500000000000001,1.5999999999999999,0,3,1,1,FULL_FINITE,1,120,1.1121375820266621e-08,,,1,,,1,1,1.1102230246251565e-16,,
