r_a,r_b,L,finite_before,stage_before,old_transfer_foc_guard_failure_before,finite_after,stage_after,hjb_converged_after,hjb_iterations_after,hjb_statistic_after,hjb_exception_class_after,hjb_exception_message_after,kfe_reached_after,kfe_exception_class_after,kfe_exception_message_after,agg_reached_after,agg_finite_after,kfe_mass_error_after,hjb_warnings_after,kfe_warnings_after
0.015,-0.05,1.2499999999999998,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.007357184734427591,,,,,,,,,,
0.015,-0.05,1.5999999999999999,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.026626362216372712,,,,,,,,,,
0.015,-0.05,1.95,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.02532911326180809,,,,,,,,,,
0.015,-0.05,2.3,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.022954133469802684,,,,,,,,,,
0.015,-0.05,2.65,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.02166913227033973,,,,,,,,,,
0.015,-0.05,3.0,0,3,1,0,HJB_EXCEPTION,,,,ValueError,invalid source axis components,,,,,,,RuntimeWarning,
0.015,-0.03125,0.2,0,3,1,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,16,8.706535936653381e-09,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.015,-0.03125,0.55,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.03520958530324236,,,,,,,,,,
0.015,-0.03125,0.8999999999999999,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.0656142455774571,,,,,,,,,,
0.015,-0.03125,1.2499999999999998,0,3,1,1,FULL_FINITE,1,14,4.746485871010009e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.015,-0.03125,1.5999999999999999,0,3,1,1,FULL_FINITE,1,14,4.0209592100382e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.015,-0.03125,1.95,0,3,1,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,14,3.187960118111732e-08,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.015,-0.03125,2.3,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.02415360657349197,,,,,,,,,,
0.015,-0.03125,2.65,0,3,1,1,FULL_FINITE,1,14,9.282697277512852e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.015,-0.03125,3.0,0,3,1,1,FULL_FINITE,1,14,6.539476515854403e-09,,,1,,,1,1,2.220446049250313e-16,,
0.015,-0.012499999999999997,0.2,0,3,1,1,FULL_FINITE,1,17,4.730519975737479e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.015,-0.012499999999999997,0.55,0,3,1,1,FULL_FINITE,1,32,1.8098234022545512e-10,,,1,,,1,1,1.1102230246251565e-16,,
0.015,-0.012499999999999997,0.8999999999999999,0,3,1,1,FULL_FINITE,1,32,1.999467258428922e-10,,,1,,,1,1,1.1102230246251565e-16,,
0.015,-0.012499999999999997,1.2499999999999998,0,3,1,1,FULL_FINITE,1,54,2.0223112073836091e-10,,,1,,,1,1,2.220446049250313e-16,,
0.015,-0.012499999999999997,1.5999999999999999,0,3,1,1,FULL_FINITE,1,33,2.615543337469717e-10,,,1,,,1,1,1.1102230246251565e-16,,
0.015,-0.012499999999999997,1.95,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.02301223544940001,,,,,,,,,,
0.015,-0.012499999999999997,2.3,0,3,1,1,FULL_FINITE,1,31,3.275625104492974e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.015,-0.012499999999999997,2.65,0,3,1,1,FULL_FINITE,1,15,8.681944052568724e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.015,-0.012499999999999997,3.0,0,3,1,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,15,8.33429680824338e-09,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.015,0.0062500000000000056,0.2,1,FINITE,0,1,FULL_FINITE,1,11,5.4481034794662264e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.0062500000000000056,0.55,1,FINITE,0,1,FULL_FINITE,1,11,4.551750976133917e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.0062500000000000056,0.8999999999999999,0,6,0,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,11,3.3183777503609235e-08,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.015,0.0062500000000000056,1.2499999999999998,1,FINITE,0,1,FULL_FINITE,1,11,2.4832811362784923e-08,,,1,,,1,1,2.220446049250313e-16,,
0.015,0.0062500000000000056,1.5999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,1.74000440722466e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.0062500000000000056,1.95,1,FINITE,0,1,FULL_FINITE,1,11,1.1490104867561968e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.0062500000000000056,2.3,1,FINITE,0,1,FULL_FINITE,1,11,7.946368896227796e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.0062500000000000056,2.65,1,FINITE,0,1,FULL_FINITE,1,11,6.343341851788864e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.0062500000000000056,3.0,1,FINITE,0,1,FULL_FINITE,1,11,5.942112579759851e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.02500000000000001,0.2,1,FINITE,0,1,FULL_FINITE,1,10,8.573579179937951e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.02500000000000001,0.55,1,FINITE,0,1,FULL_FINITE,1,10,8.514085436672758e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.02500000000000001,0.8999999999999999,1,FINITE,0,1,FULL_FINITE,1,10,8.821082531085267e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.02500000000000001,1.2499999999999998,1,FINITE,0,1,FULL_FINITE,1,10,9.583551729974715e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.02500000000000001,1.5999999999999999,1,FINITE,0,1,FULL_FINITE,1,10,1.0912774683902171e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.02500000000000001,1.95,1,FINITE,0,1,FULL_FINITE,1,10,1.378083780423367e-08,,,1,,,1,1,2.220446049250313e-16,,
0.015,0.02500000000000001,2.3,1,FINITE,0,1,FULL_FINITE,1,10,1.6903388910805006e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.02500000000000001,2.65,1,FINITE,0,1,FULL_FINITE,1,10,8.632259351770699e-09,,,1,,,1,1,2.220446049250313e-16,,
0.015,0.02500000000000001,3.0,1,FINITE,0,1,FULL_FINITE,1,10,3.776200685479125e-09,,,1,,,1,1,2.220446049250313e-16,,
0.015,0.04375000000000001,0.2,1,FINITE,0,1,FULL_FINITE,1,10,7.048833339240446e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.04375000000000001,0.55,1,FINITE,0,1,FULL_FINITE,1,10,4.3420371298452665e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.04375000000000001,0.8999999999999999,1,FINITE,0,1,FULL_FINITE,1,10,6.238415650727802e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.04375000000000001,1.2499999999999998,1,FINITE,0,1,FULL_FINITE,1,11,6.131330110292765e-09,,,1,,,1,1,2.220446049250313e-16,,
0.015,0.04375000000000001,1.5999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,4.515651852443625e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.04375000000000001,1.95,1,FINITE,0,1,FULL_FINITE,1,11,3.7870577784815396e-09,,,1,,,1,1,2.220446049250313e-16,,
0.015,0.04375000000000001,2.3,1,FINITE,0,1,FULL_FINITE,1,11,3.691635441782637e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.04375000000000001,2.65,1,FINITE,0,1,FULL_FINITE,1,11,4.071427639473768e-09,,,1,,,1,1,2.220446049250313e-16,,
0.015,0.04375000000000001,3.0,1,FINITE,0,1,FULL_FINITE,1,11,4.966821620655537e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.06250000000000001,0.2,1,FINITE,0,1,FULL_FINITE,1,11,9.045900739579338e-08,,,1,,,1,1,2.220446049250313e-16,,
0.015,0.06250000000000001,0.55,1,FINITE,0,1,FULL_FINITE,1,11,3.214220356539954e-08,,,1,,,1,1,2.220446049250313e-16,,
0.015,0.06250000000000001,0.8999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,1.3939867926637817e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.06250000000000001,1.2499999999999998,1,FINITE,0,1,FULL_FINITE,1,11,7.0645640448674385e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.06250000000000001,1.5999999999999999,0,6,0,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,10,8.155805986120868e-08,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.015,0.06250000000000001,1.95,1,FINITE,0,1,FULL_FINITE,1,10,5.198991814836518e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.06250000000000001,2.3,1,FINITE,0,1,FULL_FINITE,1,11,5.344038100929538e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.06250000000000001,2.65,1,FINITE,0,1,FULL_FINITE,1,11,4.666588893087464e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.06250000000000001,3.0,1,FINITE,0,1,FULL_FINITE,1,11,4.309320900119928e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.08125000000000003,0.2,1,FINITE,0,1,FULL_FINITE,1,11,1.1093788998550735e-08,,,1,,,1,1,2.220446049250313e-16,,
0.015,0.08125000000000003,0.55,1,FINITE,0,1,FULL_FINITE,1,11,1.0308369269296236e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.08125000000000003,0.8999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,1.3203493409719158e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.08125000000000003,1.2499999999999998,1,FINITE,0,1,FULL_FINITE,1,11,1.83538197973121e-08,,,1,,,1,1,2.220446049250313e-16,,
0.015,0.08125000000000003,1.5999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,1.2205369159801194e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.08125000000000003,1.95,1,FINITE,0,1,FULL_FINITE,1,11,6.831719190358854e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.08125000000000003,2.3,1,FINITE,0,1,FULL_FINITE,1,10,7.762352538520645e-08,,,1,,,1,1,2.220446049250313e-16,,
0.015,0.08125000000000003,2.65,1,FINITE,0,1,FULL_FINITE,1,10,2.8864061363265137e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.08125000000000003,3.0,1,FINITE,0,1,FULL_FINITE,1,10,4.937328057508239e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.1,0.2,1,FINITE,0,1,FULL_FINITE,1,10,5.496066179944137e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.1,0.55,1,FINITE,0,1,FULL_FINITE,1,10,6.325150536667934e-08,,,1,,,1,1,2.220446049250313e-16,,
0.015,0.1,0.8999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,5.8622262599783426e-09,,,1,,,1,1,4.440892098500626e-16,,
0.015,0.1,1.2499999999999998,1,FINITE,0,1,FULL_FINITE,1,11,4.543029064052462e-09,,,1,,,1,1,2.220446049250313e-16,,
0.015,0.1,1.5999999999999999,1,FINITE,0,1,FULL_FINITE,1,10,7.702748661131409e-09,,,1,,,1,1,2.220446049250313e-16,,
0.015,0.1,1.95,0,6,0,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,10,9.285063384822934e-09,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.015,0.1,2.3,1,FINITE,0,1,FULL_FINITE,1,10,2.1356417079232415e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.1,2.65,1,FINITE,0,1,FULL_FINITE,1,10,1.4438462869748037e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.015,0.1,3.0,0,6,0,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,10,8.517531568941195e-09,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.03,-0.05,0.2,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.059285065827637595,,,,,,,,,,
0.03,-0.05,0.55,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.05474838127017634,,,,,,,,,,
0.03,-0.05,0.8999999999999999,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.0504165008304156,,,,,,,,,,
0.03,-0.05,1.2499999999999998,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.023924663560048742,,,,,,,,,,
0.03,-0.05,1.5999999999999999,0,3,1,1,FULL_FINITE,1,47,7.500133847315738e-11,,,1,,,1,1,2.220446049250313e-16,,
0.03,-0.05,1.95,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.04246785874112291,,,,,,,,,,
0.03,-0.05,2.3,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.0396109877434796,,,,,,,,,,
0.03,-0.05,2.65,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.0362373165274974,,,,,,,,,,
0.03,-0.05,3.0,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.03330514360796499,,,,,,,,,,
0.03,-0.03125,0.2,0,3,1,1,FULL_FINITE,1,104,1.8043877503259864e-10,,,1,,,1,1,2.220446049250313e-16,,
0.03,-0.03125,0.55,0,3,1,1,FULL_FINITE,1,139,2.644284791131213e-11,,,1,,,1,1,2.220446049250313e-16,,
0.03,-0.03125,0.8999999999999999,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.05253852246652002,,,,,,,,,,
0.03,-0.03125,1.2499999999999998,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.06188067067201075,,,,,,,,,,
0.03,-0.03125,1.5999999999999999,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.09225863207773877,,,,,,,,,,
0.03,-0.03125,1.95,0,3,1,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,116,2.6066757641274307e-09,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.03,-0.03125,2.3,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.04245676010494037,,,,,,,,,,
0.03,-0.03125,2.65,0,3,1,1,FULL_FINITE,1,27,1.2396494497579624e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,-0.03125,3.0,0,3,1,1,FULL_FINITE,1,81,4.419796084675909e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.03,-0.012499999999999997,0.2,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.03399952707633247,,,,,,,,,,
0.03,-0.012499999999999997,0.55,0,3,1,1,FULL_FINITE,1,36,5.950369086349383e-09,,,1,,,1,1,2.220446049250313e-16,,
0.03,-0.012499999999999997,0.8999999999999999,0,3,1,1,FULL_FINITE,1,92,3.710205476181727e-10,,,1,,,1,1,1.1102230246251565e-16,,
0.03,-0.012499999999999997,1.2499999999999998,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.04422688764250182,,,,,,,,,,
0.03,-0.012499999999999997,1.5999999999999999,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.023931821647668272,,,,,,,,,,
0.03,-0.012499999999999997,1.95,0,3,1,1,FULL_FINITE,1,146,2.4646205076805927e-08,,,1,,,1,1,2.220446049250313e-16,,
0.03,-0.012499999999999997,2.3,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.03841983170773844,,,,,,,,,,
0.03,-0.012499999999999997,2.65,0,3,1,1,FULL_FINITE,1,57,2.2597447468797327e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,-0.012499999999999997,3.0,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.03309635378203524,,,,,,,,,,
0.03,0.0062500000000000056,0.2,1,FINITE,0,1,FULL_FINITE,1,11,8.28325212864911e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.0062500000000000056,0.55,1,FINITE,0,1,FULL_FINITE,1,12,4.103632988972095e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.0062500000000000056,0.8999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,6.890440573670276e-08,,,1,,,1,1,2.220446049250313e-16,,
0.03,0.0062500000000000056,1.2499999999999998,1,FINITE,0,1,FULL_FINITE,1,11,6.036636790440753e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.0062500000000000056,1.5999999999999999,0,6,0,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,11,4.8336950442262605e-08,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.03,0.0062500000000000056,1.95,1,FINITE,0,1,FULL_FINITE,1,11,4.380317619734342e-08,,,1,,,1,1,2.220446049250313e-16,,
0.03,0.0062500000000000056,2.3,1,FINITE,0,1,FULL_FINITE,1,11,3.91757772888468e-08,,,1,,,1,1,2.220446049250313e-16,,
0.03,0.0062500000000000056,2.65,1,FINITE,0,1,FULL_FINITE,1,11,3.528275982489504e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.0062500000000000056,3.0,1,FINITE,0,1,FULL_FINITE,1,11,3.3804493426714544e-08,,,1,,,1,1,2.220446049250313e-16,,
0.03,0.02500000000000001,0.2,1,FINITE,0,1,FULL_FINITE,1,10,3.814551874370409e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.02500000000000001,0.55,1,FINITE,0,1,FULL_FINITE,1,10,3.1495094532374424e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.02500000000000001,0.8999999999999999,1,FINITE,0,1,FULL_FINITE,1,10,2.599836435024372e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.02500000000000001,1.2499999999999998,1,FINITE,0,1,FULL_FINITE,1,10,2.1353990575789794e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.02500000000000001,1.5999999999999999,1,FINITE,0,1,FULL_FINITE,1,10,1.740312427500612e-08,,,1,,,1,1,2.220446049250313e-16,,
0.03,0.02500000000000001,1.95,1,FINITE,0,1,FULL_FINITE,1,10,1.5024490096493537e-08,,,1,,,1,1,2.220446049250313e-16,,
0.03,0.02500000000000001,2.3,1,FINITE,0,1,FULL_FINITE,1,10,1.3155730727021364e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.02500000000000001,2.65,1,FINITE,0,1,FULL_FINITE,1,10,1.1605830962935215e-08,,,1,,,1,1,6.661338147750939e-16,,
0.03,0.02500000000000001,3.0,1,FINITE,0,1,FULL_FINITE,1,10,1.0237382497280123e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.04375000000000001,0.2,1,FINITE,0,1,FULL_FINITE,1,11,2.3636580692709686e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.04375000000000001,0.55,1,FINITE,0,1,FULL_FINITE,1,11,2.0123518851278277e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.04375000000000001,0.8999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,1.6151407322695377e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.04375000000000001,1.2499999999999998,1,FINITE,0,1,FULL_FINITE,1,11,5.552919901674613e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.04375000000000001,1.5999999999999999,1,FINITE,0,1,FULL_FINITE,1,10,5.486599263804237e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.04375000000000001,1.95,1,FINITE,0,1,FULL_FINITE,1,10,3.823768679467321e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.04375000000000001,2.3,1,FINITE,0,1,FULL_FINITE,1,10,2.8072570046333567e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.04375000000000001,2.65,1,FINITE,0,1,FULL_FINITE,1,10,5.6958164407205913e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.04375000000000001,3.0,1,FINITE,0,1,FULL_FINITE,1,10,7.670055879316351e-08,,,1,,,1,1,2.220446049250313e-16,,
0.03,0.06250000000000001,0.2,1,FINITE,0,1,FULL_FINITE,1,11,4.495515071312184e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.06250000000000001,0.55,1,FINITE,0,1,FULL_FINITE,1,11,4.0304996673512505e-08,,,1,,,1,1,2.220446049250313e-16,,
0.03,0.06250000000000001,0.8999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,3.864466080472084e-08,,,1,,,1,1,2.220446049250313e-16,,
0.03,0.06250000000000001,1.2499999999999998,1,FINITE,0,1,FULL_FINITE,1,11,3.494530531611417e-08,,,1,,,1,1,2.220446049250313e-16,,
0.03,0.06250000000000001,1.5999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,1.5561290922505577e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.06250000000000001,1.95,1,FINITE,0,1,FULL_FINITE,1,11,5.166807426348896e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.06250000000000001,2.3,1,FINITE,0,1,FULL_FINITE,1,10,2.9070147178344996e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.06250000000000001,2.65,1,FINITE,0,1,FULL_FINITE,1,10,5.579802220267993e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.06250000000000001,3.0,1,FINITE,0,1,FULL_FINITE,1,10,7.764860754377878e-08,,,1,,,1,1,2.220446049250313e-16,,
0.03,0.08125000000000003,0.2,1,FINITE,0,1,FULL_FINITE,1,11,1.1164690505438557e-08,,,1,,,1,1,2.220446049250313e-16,,
0.03,0.08125000000000003,0.55,1,FINITE,0,1,FULL_FINITE,1,11,1.3904411844123388e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.08125000000000003,0.8999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,1.579556752062672e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.08125000000000003,1.2499999999999998,1,FINITE,0,1,FULL_FINITE,1,11,1.69838472174888e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.08125000000000003,1.5999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,1.7156786213945452e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.08125000000000003,1.95,1,FINITE,0,1,FULL_FINITE,1,11,1.4481244647868152e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.08125000000000003,2.3,1,FINITE,0,1,FULL_FINITE,1,10,6.548585673726848e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.08125000000000003,2.65,1,FINITE,0,1,FULL_FINITE,1,10,2.502709151031013e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.08125000000000003,3.0,1,FINITE,0,1,FULL_FINITE,1,10,4.139078768616855e-08,,,1,,,1,1,2.220446049250313e-16,,
0.03,0.1,0.2,1,FINITE,0,1,FULL_FINITE,1,11,6.720309642105349e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.1,0.55,0,6,0,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,10,6.332834345812444e-08,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.03,0.1,0.8999999999999999,1,FINITE,0,1,FULL_FINITE,1,10,4.903552053292515e-08,,,1,,,1,1,4.440892098500626e-16,,
0.03,0.1,1.2499999999999998,0,6,0,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,11,7.924651157509288e-09,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.03,0.1,1.5999999999999999,1,FINITE,0,1,FULL_FINITE,1,11,6.426073895227091e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.1,1.95,0,6,0,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,11,7.675463820078221e-09,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.03,0.1,2.3,1,FINITE,0,1,FULL_FINITE,1,11,5.0012189944936836e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.03,0.1,2.65,0,6,0,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,10,7.680275615484788e-08,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.03,0.1,3.0,1,FINITE,0,1,FULL_FINITE,1,10,6.152711051754522e-08,,,1,,,1,1,2.220446049250313e-16,,
0.045,-0.05,0.2,0,3,1,1,FULL_FINITE,1,40,2.5274715653722524e-10,,,1,,,1,1,2.220446049250313e-16,,
0.045,-0.05,0.55,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.0037762917435699705,,,,,,,,,,
0.045,-0.05,0.8999999999999999,0,3,1,1,FULL_FINITE,1,28,1.6919443623919506e-10,,,1,,,1,1,1.1102230246251565e-16,,
0.045,-0.05,1.2499999999999998,0,3,1,1,FULL_FINITE,1,28,6.581046818610048e-11,,,1,,,1,1,2.220446049250313e-16,,
0.045,-0.05,1.5999999999999999,0,3,1,1,FULL_FINITE,1,28,1.6491696896991925e-11,,,1,,,1,1,1.1102230246251565e-16,,
0.045,-0.05,1.95,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.05809578630623946,,,,,,,,,,
0.045,-0.05,2.3,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.0008314481646998217,,,,,,,,,,
0.045,-0.05,2.65,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.005888599263172978,,,,,,,,,,
0.045,-0.05,3.0,0,3,1,1,FULL_FINITE,1,33,6.604743418847647e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.045,-0.03125,0.2,0,3,1,1,FULL_FINITE,1,45,6.16999784597283e-11,,,1,,,1,1,2.220446049250313e-16,,
0.045,-0.03125,0.55,0,3,1,1,FULL_FINITE,1,35,8.764661885152236e-09,,,1,,,1,1,2.220446049250313e-16,,
0.045,-0.03125,0.8999999999999999,0,3,1,1,FULL_FINITE,1,77,4.582084045523516e-09,,,1,,,1,1,1.1102230246251565e-16,,
0.045,-0.03125,1.2499999999999998,0,3,1,1,FULL_FINITE,1,82,5.405741632102945e-09,,,1,,,1,1,2.220446049250313e-16,,
0.045,-0.03125,1.5999999999999999,0,3,1,1,FULL_FINITE,1,58,2.212985350524832e-11,,,1,,,1,1,1.1102230246251565e-16,,
0.045,-0.03125,1.95,0,3,1,0,KFE_CONTAMINATED_ROW_SINGULAR_NONFINITE,1,36,4.562394906315603e-11,,,0,ValueError,faithful contaminated-row solve is non-finite,,,,,MatrixRankWarning
0.045,-0.03125,2.3,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.005578449804065855,,,,,,,,,,
0.045,-0.03125,2.65,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.021455307451507366,,,,,,,,,,
0.045,-0.03125,3.0,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.021677930605431328,,,,,,,,,,
0.045,-0.012499999999999997,0.2,0,3,1,1,FULL_FINITE,1,74,6.216267678382792e-08,,,1,,,1,1,1.1102230246251565e-16,,
0.045,-0.012499999999999997,0.55,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.03231746305831251,,,,,,,,,,
0.045,-0.012499999999999997,0.8999999999999999,0,3,1,0,HJB_NO_CONVERGENCE,0,1000,0.0849928915175795,,,,,,,,,,
